Transaccion_ID,SKU_ID,Fecha_Venta,Cantidad_Vendida,Precio_Venta_Final,Costo_Envio,Tiempo_Entrega_Real,Estado_Envio,Ciudad_Destino,Canal_Venta
TRX-15940,PROD-2745,06/10/2024,13,1995.51,,18,,Ventas_Web,App
TRX-15941,PROD-3668,20/07/2025,12,302.46,27.14,22,,Barranquilla,App
TRX-15942,PROD-3397,08/12/2024,9,1476.09,30.2,9,,Cali,Físico
TRX-15943,PROD-2038,10/05/2025,8,286.36,34.84,14,Retrasado,Bucaramanga,App
TRX-15944,PROD-2070,08/03/2025,3,1679.34,80.72,12,Perdido,Bucaramanga,WhatsApp
TRX-15945,PROD-3195,27/11/2024,8,1196.94,25.02,9,,Cali,Físico
TRX-15946,PROD-2734,24/10/2024,13,1876.94,58.46,1,Devuelto,Bucaramanga,WhatsApp
TRX-15947,PROD-3312,27/12/2024,2,1733.25,24.04,7,Devuelto,Ventas_Web,Físico
TRX-15948,PROD-2497,19/11/2024,3,159.0,32.08,7,Entregado,Medellín,WhatsApp
TRX-15949,PROD-3506,04/01/2025,14,283.23,27.37,10,Retrasado,MED,App
TRX-15950,PROD-2128,31/07/2025,5,1206.33,66.28,2,,Cali,Físico
TRX-15951,PROD-3787,03/02/2025,11,1041.45,55.04,28,Retrasado,BOG,WhatsApp
TRX-15952,PROD-2627,27/04/2025,12,345.44,,26,En Camino,Bucaramanga,App
TRX-15953,PROD-1834,28/11/2024,14,267.42,73.52,4,Devuelto,Cali,Físico
TRX-15954,PROD-2692,01/01/2026,10,1132.34,25.89,29,Retrasado,Medellín,Online
TRX-15955,PROD-3261,19/03/2025,10,107.35,5.87,8,Entregado,Medellín,App
TRX-15956,PROD-3283,01/10/2025,8,1748.73,69.65,22,,MED,WhatsApp
TRX-15957,PROD-2976,27/05/2025,1,1616.1,15.91,27,Perdido,Bogotá,App
TRX-15958,PROD-1732,13/07/2025,4,1572.89,28.4,14,,Bucaramanga,WhatsApp
TRX-15959,PROD-2516,15/05/2025,1,41.83,34.04,13,Perdido,BOG,WhatsApp
TRX-15960,PROD-3290,31/01/2025,1,104.81,75.95,16,Devuelto,BOG,WhatsApp
TRX-15961,PROD-3272,12/01/2025,12,1104.18,64.46,7,,MED,WhatsApp
TRX-15962,PROD-2981,16/10/2025,5,1988.91,22.51,10,Devuelto,Medellín,Físico
TRX-15963,PROD-2039,04/11/2025,6,691.21,61.8,11,En Camino,Medellín,Online
TRX-15964,PROD-2256,15/11/2024,1,695.31,,11,Devuelto,MED,App
TRX-15965,PROD-3366,09/07/2025,11,277.21,72.27,6,Retrasado,Medellín,WhatsApp
TRX-15966,PROD-2410,19/05/2025,6,1351.93,41.95,25,Retrasado,Bogotá,Físico
TRX-15967,PROD-3889,20/05/2025,5,1296.89,28.37,27,Retrasado,Bucaramanga,Físico
TRX-15968,PROD-2630,14/07/2025,4,211.63,69.5,12,Retrasado,Cali,WhatsApp
TRX-15969,PROD-1565,12/01/2025,10,940.15,63.03,10,En Camino,Bogotá,App
TRX-15970,PROD-3700,19/12/2024,5,1337.48,12.4,26,Devuelto,Bucaramanga,WhatsApp
TRX-15971,PROD-1487,08/05/2025,8,992.1,68.33,9,Devuelto,Medellín,Físico
TRX-15972,PROD-1941,11/01/2026,9,1351.98,51.41,22,Devuelto,Bogotá,App
TRX-15973,PROD-2829,23/07/2025,11,1634.38,76.57,6,En Camino,Barranquilla,Online
TRX-15974,PROD-3864,24/07/2025,14,1374.77,23.12,9,En Camino,Barranquilla,Online
TRX-15975,PROD-1662,09/07/2025,12,1236.07,29.53,26,Retrasado,Medellín,Online
TRX-15976,PROD-1410,18/04/2025,2,1708.64,,25,,Bucaramanga,Online
TRX-15977,PROD-1878,13/09/2025,6,1802.17,56.61,3,En Camino,Bucaramanga,WhatsApp
TRX-15978,PROD-3082,18/10/2025,3,783.88,50.76,7,En Camino,Ventas_Web,Físico
TRX-15979,PROD-2640,23/06/2025,2,354.77,41.7,3,Entregado,Bogotá,Físico
TRX-15980,PROD-2386,01/12/2024,12,1637.54,75.87,20,Retrasado,Barranquilla,Físico
TRX-15981,PROD-3255,27/09/2025,14,435.37,58.65,25,Retrasado,BOG,App
TRX-15982,PROD-3515,30/04/2025,13,1858.61,72.48,26,Entregado,Ventas_Web,Online
TRX-15983,PROD-3855,11/05/2025,1,55.53,19.56,8,Devuelto,Ventas_Web,App
TRX-15984,PROD-3803,09/07/2025,4,1843.33,74.25,22,,Bucaramanga,Online
TRX-15985,PROD-3895,26/07/2025,8,1182.47,48.85,22,Entregado,Bogotá,App
TRX-15986,PROD-1213,18/09/2025,3,1551.74,8.21,8,Entregado,Bogotá,Físico
TRX-15987,PROD-1658,06/09/2025,5,803.0,27.28,13,,Barranquilla,Físico
TRX-15988,PROD-2593,04/06/2025,14,1983.52,,2,,Medellín,Físico
TRX-15989,PROD-3604,18/12/2025,10,462.83,7.45,14,Entregado,Bogotá,App
TRX-15990,PROD-1021,11/02/2025,5,536.04,48.4,5,En Camino,Medellín,WhatsApp
TRX-15991,PROD-1373,30/11/2024,5,112.35,35.96,13,Entregado,Barranquilla,Físico
TRX-15992,PROD-1595,20/12/2024,11,1881.54,98.81,23,Perdido,Bogotá,Físico
TRX-15993,PROD-2931,16/09/2025,9,917.5,87.51,28,Entregado,Cali,Online
TRX-15994,PROD-3458,05/02/2025,8,1352.96,83.44,13,Devuelto,Barranquilla,App
TRX-15995,PROD-2783,12/02/2025,8,1378.01,52.61,19,Devuelto,Barranquilla,App
TRX-15996,PROD-1361,27/08/2025,13,1750.26,81.67,24,,Cali,Físico
TRX-15997,PROD-1262,28/03/2025,13,1333.2,30.35,3,Devuelto,Barranquilla,WhatsApp
TRX-15998,PROD-2077,03/10/2024,1,1128.42,58.26,14,Entregado,Cali,App
TRX-15999,PROD-1908,17/02/2025,1,1423.53,42.33,4,Retrasado,Cali,WhatsApp
TRX-16000,PROD-2518,05/12/2025,-5,1504.43,,999,Devuelto,Barranquilla,WhatsApp
TRX-16001,PROD-1327,11/07/2025,2,380.0,21.28,26,Entregado,Cali,Físico
TRX-16002,PROD-3494,26/08/2025,14,228.24,11.9,10,Devuelto,Cali,WhatsApp
TRX-16003,PROD-1154,25/10/2025,8,158.95,58.03,6,En Camino,Ventas_Web,App
TRX-16004,PROD-3967,08/12/2025,10,754.37,14.28,6,En Camino,Barranquilla,WhatsApp
TRX-16005,PROD-2574,30/10/2024,1,1001.02,73.21,2,Entregado,Cali,Online
TRX-16006,PROD-2641,02/09/2025,4,1235.14,92.54,2,Devuelto,Medellín,App
TRX-16007,PROD-3514,18/04/2025,9,1916.49,20.4,19,Devuelto,Barranquilla,Físico
TRX-16008,PROD-3687,20/04/2025,2,668.27,49.74,3,Perdido,Barranquilla,App
TRX-16009,PROD-3134,23/09/2024,3,1524.14,75.18,20,,Medellín,App
TRX-16010,PROD-2173,17/09/2025,11,1067.4,32.25,4,,Ventas_Web,WhatsApp
TRX-16011,PROD-3914,26/11/2024,6,447.98,92.47,4,Devuelto,Bucaramanga,Online
TRX-16012,PROD-3447,23/09/2024,13,1234.46,,26,Retrasado,MED,WhatsApp
TRX-16013,PROD-1235,23/05/2025,11,1934.68,89.4,26,En Camino,Ventas_Web,WhatsApp
TRX-16014,PROD-1717,04/01/2026,10,257.37,14.86,11,Devuelto,Ventas_Web,WhatsApp
TRX-16015,PROD-3622,08/10/2025,3,1019.49,7.6,3,Retrasado,Bogotá,WhatsApp
TRX-16016,PROD-3024,04/08/2025,4,112.7,97.76,17,,Ventas_Web,WhatsApp
TRX-16017,PROD-2798,17/10/2024,9,649.22,95.87,9,Entregado,Cali,App
TRX-16018,PROD-1043,04/09/2025,9,1245.0,45.12,14,En Camino,BOG,Online
TRX-16019,PROD-1826,21/10/2025,10,1683.7,9.8,2,Entregado,MED,Online
TRX-16020,PROD-3690,11/11/2024,5,1463.35,63.79,14,,Cali,Online
TRX-16021,PROD-3122,23/10/2025,7,931.08,32.87,3,,MED,Físico
TRX-16022,PROD-2171,05/09/2025,9,1819.35,93.99,2,Devuelto,BOG,Online
TRX-16023,PROD-1797,21/05/2025,8,612.4,80.49,22,Entregado,Ventas_Web,App
TRX-16024,PROD-1137,24/10/2024,11,1510.43,,22,,BOG,WhatsApp
TRX-16025,PROD-3455,25/10/2024,7,953.28,66.71,29,En Camino,Ventas_Web,WhatsApp
TRX-16026,PROD-3091,10/04/2025,12,1798.29,32.03,1,Entregado,BOG,App
TRX-16027,PROD-3112,14/05/2025,8,1596.89,71.62,4,Entregado,Bogotá,WhatsApp
TRX-16028,PROD-3860,18/10/2024,5,1803.92,32.47,10,Entregado,Cali,WhatsApp
TRX-16029,PROD-1948,03/11/2024,5,436.35,8.57,15,Retrasado,Ventas_Web,Online
TRX-16030,PROD-3519,30/11/2025,5,1339.62,53.3,21,Retrasado,MED,Online
TRX-16031,PROD-1694,22/11/2024,1,1479.54,51.43,12,Devuelto,Cali,Online
TRX-16032,PROD-3760,02/11/2024,6,1487.4,77.49,6,Entregado,Medellín,Físico
TRX-16033,PROD-1147,07/12/2025,5,1012.96,87.24,21,Retrasado,Medellín,Online
TRX-16034,PROD-2473,30/01/2025,8,32.39,38.67,3,En Camino,MED,Online
TRX-16035,PROD-1979,12/09/2025,8,530.25,47.7,3,En Camino,Medellín,Online
TRX-16036,PROD-3682,11/09/2025,2,653.37,,19,,Medellín,Online
TRX-16037,PROD-1001,08/04/2025,11,1705.55,49.69,22,Entregado,BOG,Online
TRX-16038,PROD-1644,06/07/2025,6,1683.36,35.8,20,Devuelto,BOG,App
TRX-16039,PROD-1355,20/02/2025,12,218.31,75.62,4,,Barranquilla,App
TRX-16040,PROD-2130,14/04/2025,11,1900.17,54.6,19,Retrasado,Cali,App
TRX-16041,PROD-2636,23/03/2025,10,373.09,91.83,14,,Bogotá,WhatsApp
TRX-16042,PROD-2446,28/09/2025,10,834.58,66.78,4,Retrasado,Ventas_Web,WhatsApp
TRX-16043,PROD-3742,08/11/2025,6,438.16,25.13,8,Retrasado,Ventas_Web,Físico
TRX-16044,PROD-2618,17/04/2025,3,1722.06,20.66,19,,Cali,WhatsApp
TRX-16045,PROD-2660,16/02/2025,1,1501.31,40.38,26,Devuelto,Barranquilla,Físico
TRX-16046,PROD-3400,14/04/2025,7,713.52,37.96,19,Perdido,Barranquilla,App
TRX-16047,PROD-1820,02/02/2026,10,1366.94,43.68,22,Retrasado,Cali,Online
TRX-16048,PROD-3120,09/11/2024,5,376.89,,1,Entregado,MED,Online
TRX-16049,PROD-1062,07/06/2025,12,770.77,22.44,26,Retrasado,Cali,Físico
TRX-16050,PROD-3882,08/02/2025,12,760.44,97.93,22,Retrasado,Medellín,Físico
TRX-16051,PROD-1281,13/03/2025,10,483.49,18.84,15,Perdido,Barranquilla,Online
TRX-16052,PROD-1369,01/01/2025,5,1753.86,67.0,11,,Cali,Físico
TRX-16053,PROD-3251,28/03/2025,11,1360.9,6.24,9,Entregado,Bogotá,Online
TRX-16054,PROD-2165,11/10/2025,8,567.08,43.66,3,Entregado,Bogotá,App
TRX-16055,PROD-3974,03/08/2025,12,491.82,34.37,18,Entregado,Ventas_Web,Físico
TRX-16056,PROD-3290,03/10/2025,5,45.73,41.29,19,Retrasado,Medellín,App
TRX-16057,PROD-3387,13/07/2025,5,699.7,52.32,16,Retrasado,BOG,Físico
TRX-16058,PROD-2425,05/11/2025,1,1058.27,62.04,16,En Camino,Medellín,App
TRX-16059,PROD-2423,20/09/2025,2,562.64,60.43,28,Perdido,Cali,App
TRX-16060,PROD-2132,13/10/2024,5,1403.91,,3,,Bogotá,WhatsApp
TRX-16061,PROD-1926,17/07/2025,7,829.38,64.92,18,Entregado,MED,WhatsApp
TRX-16062,PROD-3483,16/11/2025,3,639.47,85.23,13,Entregado,Barranquilla,Físico
TRX-16063,PROD-1796,20/10/2025,12,1878.72,89.24,27,En Camino,Bucaramanga,Físico
TRX-16064,PROD-2862,23/10/2025,1,532.97,75.04,20,Retrasado,Bogotá,App
TRX-16065,PROD-2654,02/10/2024,11,802.53,12.5,8,En Camino,Barranquilla,App
TRX-16066,PROD-3354,28/03/2025,12,770.76,96.32,7,En Camino,Bogotá,Online
TRX-16067,PROD-1019,29/01/2026,2,489.98,95.0,26,Retrasado,Cali,WhatsApp
TRX-16068,PROD-2069,02/02/2025,3,442.78,72.61,25,Devuelto,Bucaramanga,App
TRX-16069,PROD-1716,25/10/2024,12,611.74,54.16,24,,Bucaramanga,Físico
TRX-16070,PROD-2667,30/11/2024,9,1729.83,28.81,29,Perdido,Cali,Online
TRX-16071,PROD-3073,11/12/2024,8,1536.49,76.85,23,Devuelto,Cali,WhatsApp
TRX-16072,PROD-1436,01/04/2025,4,1365.19,,22,Devuelto,Medellín,Online
TRX-16073,PROD-3288,01/01/2025,8,919.63,88.4,19,Perdido,Ventas_Web,App
TRX-16074,PROD-1296,20/01/2026,13,1020.43,68.19,26,Devuelto,Barranquilla,Online
TRX-16075,PROD-3060,04/07/2025,9,541.61,64.76,20,Retrasado,MED,Físico
TRX-16076,PROD-2205,29/10/2025,3,157.89,23.34,24,Devuelto,Barranquilla,Físico
TRX-16077,PROD-2392,01/05/2025,6,668.77,38.99,12,Devuelto,Medellín,App
TRX-16078,PROD-1479,17/10/2025,8,996.21,73.7,18,,Barranquilla,Online
TRX-16079,PROD-3102,14/11/2024,10,124.05,6.61,15,Devuelto,BOG,App
TRX-16080,PROD-2055,01/01/2026,7,185.58,65.92,12,Retrasado,Bucaramanga,WhatsApp
TRX-16081,PROD-3203,01/03/2025,9,533.42,77.83,6,En Camino,Bogotá,App
TRX-16082,PROD-3354,07/10/2025,7,740.49,36.8,29,Entregado,Bucaramanga,App
TRX-16083,PROD-2024,03/11/2024,1,792.7,12.24,17,Perdido,Medellín,WhatsApp
TRX-16084,PROD-3843,08/11/2024,9,244.59,,23,Perdido,Barranquilla,Online
TRX-16085,PROD-2813,28/02/2025,12,459.38,82.82,4,Retrasado,Ventas_Web,Físico
TRX-16086,PROD-2544,12/12/2025,5,530.68,18.47,12,Entregado,Barranquilla,Físico
TRX-16087,PROD-3306,25/03/2025,6,144.59,40.23,17,Devuelto,Bogotá,Online
TRX-16088,PROD-2980,26/05/2025,2,658.94,72.19,21,,MED,App
TRX-16089,PROD-1996,03/10/2024,2,153.72,82.61,5,Perdido,Bogotá,Físico
TRX-16090,PROD-2391,23/02/2025,13,1409.88,86.93,29,Devuelto,Bogotá,App
TRX-16091,PROD-2879,30/04/2025,4,778.24,55.39,6,,BOG,WhatsApp
TRX-16092,PROD-3791,24/02/2025,4,660.24,50.21,15,Retrasado,Bucaramanga,Físico
TRX-16093,PROD-2887,27/08/2025,5,261.78,85.59,28,,Ventas_Web,App
TRX-16094,PROD-3403,07/12/2025,7,460.74,58.49,8,Retrasado,Medellín,App
TRX-16095,PROD-1112,22/09/2025,13,473.08,59.97,20,,Medellín,App
TRX-16096,PROD-2974,02/07/2025,11,1970.56,,16,Retrasado,Medellín,Físico
TRX-16097,PROD-1476,28/03/2025,12,1672.35,46.23,13,En Camino,Ventas_Web,App
TRX-16098,PROD-2056,23/11/2024,1,40.37,40.42,28,Retrasado,Bucaramanga,Físico
TRX-16099,PROD-1276,17/02/2025,10,1237.5,50.65,23,Devuelto,Cali,Físico
TRX-16100,PROD-2567,14/10/2025,-5,519.26,39.66,27,En Camino,Barranquilla,Físico
TRX-16101,PROD-3595,13/02/2025,4,217.71,37.64,15,Devuelto,BOG,Físico
TRX-16102,PROD-1902,03/01/2025,13,1414.14,99.4,20,,Ventas_Web,Online
TRX-16103,PROD-3772,19/07/2025,9,271.9,36.94,13,Retrasado,Bucaramanga,WhatsApp
TRX-16104,PROD-3872,24/12/2024,8,893.04,29.36,15,En Camino,Medellín,WhatsApp
TRX-16105,PROD-1941,29/12/2025,3,1268.01,38.62,2,,Bucaramanga,Físico
TRX-16106,PROD-2293,05/07/2025,6,1113.44,61.12,24,Entregado,BOG,App
TRX-16107,PROD-2689,20/11/2025,11,1955.48,91.54,21,Retrasado,Bucaramanga,Físico
TRX-16108,PROD-2446,19/01/2025,9,1573.63,,26,En Camino,MED,App
TRX-16109,PROD-3115,01/02/2026,8,1550.64,79.85,20,,Cali,Online
TRX-16110,PROD-3194,15/12/2025,7,717.63,85.01,28,En Camino,MED,WhatsApp
TRX-16111,PROD-1039,21/10/2024,7,26.71,86.61,18,En Camino,Ventas_Web,Físico
TRX-16112,PROD-3870,22/10/2024,1,1471.48,92.45,7,Perdido,Bogotá,Online
TRX-16113,PROD-2078,17/09/2025,5,1999.47,27.33,21,En Camino,MED,Físico
TRX-16114,PROD-2016,23/09/2025,7,817.7,48.54,9,Entregado,BOG,Físico
TRX-16115,PROD-2176,07/07/2025,14,1971.18,41.59,7,Retrasado,Ventas_Web,Online
TRX-16116,PROD-1380,07/02/2025,13,292.0,41.28,9,Retrasado,MED,App
TRX-16117,PROD-2634,10/01/2026,2,600.06,66.97,29,Retrasado,Medellín,App
TRX-16118,PROD-3759,12/11/2024,6,349.75,43.17,12,En Camino,Bucaramanga,App
TRX-16119,PROD-2400,19/10/2025,14,955.6,63.55,10,Retrasado,Ventas_Web,Físico
TRX-16120,PROD-1311,01/12/2025,2,1595.99,,10,Entregado,Bogotá,App
TRX-16121,PROD-3271,11/07/2025,3,687.92,41.32,13,Perdido,BOG,App
TRX-16122,PROD-1731,14/05/2025,1,1813.4,34.56,5,Entregado,Barranquilla,Físico
TRX-16123,PROD-2951,16/11/2024,3,1094.21,38.54,27,Perdido,Barranquilla,Online
TRX-16124,PROD-2285,15/11/2025,7,936.19,81.36,22,Retrasado,Barranquilla,WhatsApp
TRX-16125,PROD-2448,11/07/2025,5,1576.2,62.1,8,,Ventas_Web,App
TRX-16126,PROD-1895,20/05/2025,4,211.87,97.53,10,Devuelto,Bucaramanga,Online
TRX-16127,PROD-3349,31/07/2025,13,1549.77,84.1,6,Perdido,BOG,Físico
TRX-16128,PROD-2102,28/10/2024,12,493.47,51.15,11,Entregado,Bucaramanga,Físico
TRX-16129,PROD-1748,20/12/2024,8,568.82,28.03,4,Entregado,Ventas_Web,App
TRX-16130,PROD-3798,22/04/2025,8,1202.91,69.02,2,,Cali,App
TRX-16131,PROD-1778,11/12/2025,1,1804.85,74.03,6,Devuelto,Medellín,Online
TRX-16132,PROD-3043,06/08/2025,9,1161.03,,13,Perdido,Bogotá,App
TRX-16133,PROD-1817,04/02/2026,14,1301.41,49.1,29,Perdido,MED,Online
TRX-16134,PROD-1961,22/09/2025,9,1555.42,26.84,12,Entregado,Barranquilla,Físico
TRX-16135,PROD-1991,25/05/2025,2,526.06,57.94,14,Perdido,Bogotá,Online
TRX-16136,PROD-2087,31/12/2025,2,1656.2,29.11,25,Devuelto,Cali,Físico
TRX-16137,PROD-1846,18/12/2024,8,841.74,94.3,8,Perdido,Barranquilla,App
TRX-16138,PROD-1938,05/11/2025,12,359.55,64.74,3,Perdido,Bogotá,WhatsApp
TRX-16139,PROD-1830,20/05/2025,11,706.73,32.73,5,Devuelto,BOG,Online
TRX-16140,PROD-2022,08/08/2025,6,499.8,25.49,22,Retrasado,Medellín,WhatsApp
TRX-16141,PROD-3533,29/03/2025,3,465.14,73.09,7,Perdido,Medellín,Online
TRX-16142,PROD-2458,18/11/2024,12,572.3,72.24,18,,Cali,Online
TRX-16143,PROD-1638,13/01/2025,2,370.05,61.73,6,Entregado,Bogotá,WhatsApp
TRX-16144,PROD-1436,03/05/2025,5,1338.73,,18,En Camino,Cali,WhatsApp
TRX-16145,PROD-1491,01/12/2024,8,1164.18,63.36,8,Entregado,Cali,App
TRX-16146,PROD-1321,07/05/2025,6,1300.4,62.37,7,,Cali,WhatsApp
TRX-16147,PROD-3768,05/06/2025,12,694.01,39.21,2,Entregado,Bucaramanga,WhatsApp
TRX-16148,PROD-3717,21/03/2025,3,1541.77,94.05,4,Retrasado,Medellín,App
TRX-16149,PROD-3017,25/03/2025,12,267.92,50.53,23,Retrasado,Bucaramanga,WhatsApp
TRX-16150,PROD-3514,01/04/2025,12,1146.56,6.93,9,Entregado,MED,WhatsApp
TRX-16151,PROD-1027,18/12/2025,9,558.15,38.09,16,Perdido,Ventas_Web,App
TRX-16152,PROD-3217,12/05/2025,8,1059.94,17.38,19,Entregado,Bucaramanga,WhatsApp
TRX-16153,PROD-1173,25/06/2025,10,654.04,39.52,10,,Medellín,Online
TRX-16154,PROD-2975,13/05/2025,6,1583.12,62.78,26,Perdido,Cali,Online
TRX-16155,PROD-2520,15/11/2024,1,1783.63,7.15,8,Devuelto,Bogotá,WhatsApp
TRX-16156,PROD-3542,06/06/2025,2,1487.74,,29,Devuelto,Cali,WhatsApp
TRX-16157,PROD-2291,28/01/2026,4,359.41,87.67,16,Retrasado,BOG,WhatsApp
TRX-16158,PROD-3016,21/12/2024,2,556.99,62.98,25,En Camino,Cali,Físico
TRX-16159,PROD-3353,06/05/2025,3,1839.52,33.06,29,En Camino,BOG,WhatsApp
TRX-16160,PROD-2125,27/05/2025,14,880.07,34.56,8,,Bucaramanga,Online
TRX-16161,PROD-3010,21/10/2025,8,1882.95,49.24,20,Retrasado,Bogotá,WhatsApp
TRX-16162,PROD-1749,20/02/2025,9,790.98,28.57,4,Devuelto,Medellín,Físico
TRX-16163,PROD-3093,01/12/2025,6,1904.03,5.41,27,Retrasado,Barranquilla,App
TRX-16164,PROD-2147,13/01/2025,4,1852.22,7.52,23,Devuelto,BOG,Físico
TRX-16165,PROD-2629,04/11/2025,11,1324.45,38.99,20,Perdido,Medellín,Físico
TRX-16166,PROD-1909,18/06/2025,2,27.57,16.8,27,,Bogotá,Online
TRX-16167,PROD-3362,26/02/2025,7,806.67,7.12,13,Devuelto,Ventas_Web,WhatsApp
TRX-16168,PROD-1525,08/12/2025,10,1823.36,,26,Devuelto,Medellín,Online
TRX-16169,PROD-1221,23/09/2025,11,1771.37,86.63,10,Devuelto,Bucaramanga,Físico
TRX-16170,PROD-3153,04/09/2025,7,382.9,31.04,23,En Camino,Ventas_Web,Físico
TRX-16171,PROD-2733,08/09/2025,10,804.37,52.8,25,Devuelto,Bogotá,WhatsApp
TRX-16172,PROD-2959,18/07/2025,9,1672.66,22.04,28,Entregado,Ventas_Web,App
TRX-16173,PROD-3214,21/10/2025,5,1159.98,9.44,9,Perdido,Barranquilla,Online
TRX-16174,PROD-1133,28/02/2025,10,1696.13,75.76,25,En Camino,BOG,App
TRX-16175,PROD-3058,22/01/2026,4,1654.87,16.87,26,Entregado,BOG,Físico
TRX-16176,PROD-2422,18/08/2025,10,1815.89,7.44,12,En Camino,Barranquilla,App
TRX-16177,PROD-2612,07/01/2026,6,243.27,60.79,26,En Camino,BOG,Online
TRX-16178,PROD-3811,05/05/2025,12,298.98,6.28,15,Entregado,Bogotá,Físico
TRX-16179,PROD-1715,06/10/2024,2,174.79,46.45,22,Retrasado,Medellín,Físico
TRX-16180,PROD-2872,12/09/2025,2,1871.18,,1,,Barranquilla,App
TRX-16181,PROD-1493,09/01/2025,12,955.57,32.44,12,,BOG,WhatsApp
TRX-16182,PROD-3860,14/11/2025,9,138.01,35.34,24,,MED,WhatsApp
TRX-16183,PROD-3122,28/10/2025,7,649.84,5.37,14,Retrasado,Bogotá,Online
TRX-16184,PROD-2884,01/11/2025,7,709.31,96.61,22,Devuelto,Bogotá,WhatsApp
TRX-16185,PROD-2292,27/12/2024,13,1621.02,54.11,23,Entregado,Ventas_Web,Físico
TRX-16186,PROD-3823,05/04/2025,5,1473.6,59.39,2,Devuelto,BOG,Físico
TRX-16187,PROD-1034,19/11/2024,7,1381.88,68.28,3,,Bogotá,App
TRX-16188,PROD-1048,29/12/2025,9,53.51,80.76,6,Retrasado,Cali,Físico
TRX-16189,PROD-3761,19/10/2025,10,1822.28,62.75,19,Entregado,Medellín,Físico
TRX-16190,PROD-1863,09/09/2025,5,438.95,77.41,21,Entregado,Bogotá,Online
TRX-16191,PROD-2554,13/07/2025,9,1261.83,47.63,13,Entregado,Bogotá,WhatsApp
TRX-16192,PROD-3379,23/02/2025,1,133.02,,20,Devuelto,BOG,WhatsApp
TRX-16193,PROD-1412,25/11/2024,13,172.24,40.27,21,En Camino,Cali,WhatsApp
TRX-16194,PROD-2332,27/02/2025,12,29.06,83.2,8,En Camino,BOG,Online
TRX-16195,PROD-2481,14/06/2025,3,1136.2,87.2,4,,Bucaramanga,WhatsApp
TRX-16196,PROD-3509,21/01/2025,7,1262.47,18.09,25,En Camino,Ventas_Web,App
TRX-16197,PROD-2063,07/07/2025,4,110.42,56.55,19,Entregado,Cali,WhatsApp
TRX-16198,PROD-1766,03/10/2024,2,588.06,69.95,28,Retrasado,Bogotá,Físico
TRX-16199,PROD-3246,24/04/2025,12,1704.39,12.94,7,Devuelto,Medellín,Online
TRX-16200,PROD-2076,03/03/2025,-5,211.6,93.31,999,Devuelto,Cali,App
TRX-16201,PROD-1971,05/01/2025,14,440.93,54.41,7,Retrasado,BOG,Online
TRX-16202,PROD-2103,29/10/2025,3,854.54,66.32,1,En Camino,Bogotá,App
TRX-16203,PROD-2930,16/02/2025,7,1686.13,21.93,19,,MED,App
TRX-16204,PROD-3511,23/03/2025,8,517.15,,26,Perdido,BOG,Físico
TRX-16205,PROD-2405,26/08/2025,11,1994.3,30.12,17,Retrasado,Medellín,WhatsApp
TRX-16206,PROD-2498,29/10/2024,9,716.97,16.5,8,En Camino,Cali,WhatsApp
TRX-16207,PROD-1753,13/12/2024,6,779.03,30.08,26,Entregado,Barranquilla,App
TRX-16208,PROD-3042,04/10/2024,10,252.99,51.78,21,Retrasado,Medellín,App
TRX-16209,PROD-2736,26/09/2024,9,1363.59,84.19,15,En Camino,MED,WhatsApp
TRX-16210,PROD-1862,30/01/2026,4,494.5,55.7,20,Devuelto,Bogotá,Online
TRX-16211,PROD-2716,04/11/2024,12,1261.45,28.22,19,Perdido,Medellín,App
TRX-16212,PROD-3870,07/11/2025,5,454.08,9.24,7,Perdido,Medellín,App
TRX-16213,PROD-2524,12/11/2024,1,781.87,64.09,24,Perdido,Bogotá,Online
TRX-16214,PROD-2495,10/06/2025,14,1714.78,44.92,24,En Camino,Barranquilla,Online
TRX-16215,PROD-2640,03/02/2025,9,1480.42,98.51,13,En Camino,Medellín,WhatsApp
TRX-16216,PROD-2145,27/12/2025,9,317.64,,1,Entregado,Bogotá,WhatsApp
TRX-16217,PROD-2846,18/12/2024,9,1219.34,79.08,7,Perdido,BOG,Online
TRX-16218,PROD-1736,19/09/2025,3,1260.99,81.79,5,Devuelto,Medellín,Online
TRX-16219,PROD-3340,17/11/2024,13,190.23,6.16,18,,Ventas_Web,Físico
TRX-16220,PROD-1537,27/04/2025,10,936.95,78.89,8,Perdido,Bucaramanga,Físico
TRX-16221,PROD-3358,23/09/2025,10,528.73,23.49,15,Retrasado,Barranquilla,WhatsApp
TRX-16222,PROD-3809,29/11/2024,10,939.59,60.65,18,Retrasado,MED,App
TRX-16223,PROD-1936,04/02/2026,8,1556.37,47.51,6,Devuelto,Bucaramanga,Online
TRX-16224,PROD-1409,09/09/2025,3,324.94,59.3,28,En Camino,Medellín,WhatsApp
TRX-16225,PROD-3952,05/11/2024,13,255.38,17.68,5,,Barranquilla,Físico
TRX-16226,PROD-2105,12/02/2025,6,545.94,48.4,22,Perdido,Ventas_Web,App
TRX-16227,PROD-1965,03/09/2025,5,1905.03,8.51,11,,BOG,Físico
TRX-16228,PROD-3274,03/11/2024,8,1498.17,,26,Retrasado,Ventas_Web,Físico
TRX-16229,PROD-2770,08/02/2025,3,48.72,8.89,8,Devuelto,Bogotá,Físico
TRX-16230,PROD-2560,04/12/2024,14,808.0,67.49,9,Entregado,Bucaramanga,App
