Transaccion_ID,SKU_ID,Fecha_Venta,Cantidad_Vendida,Precio_Venta_Final,Costo_Envio,Tiempo_Entrega_Real,Estado_Envio,Ciudad_Destino,Canal_Venta,Categoria,Stock_Actual,Costo_Unitario_USD,Punto_Reorden,Lead_Time_Dias,Bodega_Origen,Ultima_Revision,Feedback_ID,Rating_Producto,Rating_Logistica,Comentario_Texto,Recomienda_Marca,Ticket_Soporte_Abierto,Edad_Cliente,Satisfaccion_NPS,Utilidad_Dolares,SKU_Prefijo
TRX-14905,PROD-1528,14/01/2026,12,612.17,68.62,17.0,Perdido,Bogotá,Físico,Tablets,850.0,388.92,223.0,5.0,Norte,2024-03-30,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,2610.379999999999,PROD-15
TRX-14906,PROD-1420,08/01/2026,14,1971.67,34.0,21.0,No especificado,Cali,Online,Tablets,1636.0,1012.55,257.0,5.0,Norte,2024-06-15,FB-8662,3.0,5.0,dañado,NO,No,39.0,-82.4,13393.680000000002,PROD-14
TRX-14907,PROD-2571,13/11/2024,14,1006.63,69.09,17.0,Perdido,Bogotá,Online,No Definido,1726.0,149.69,181.0,5.0,Zona_franca,2025-07-31,FB-10297,5.0,4.0,sin comentario,NO,Sí,71.0,-84.5,11928.07,PROD-25
TRX-14908,PROD-3061,27/01/2026,12,1037.91,52.36,15.0,No especificado,Medellín,App,Laptop,42.0,1027.73,129.0,5.0,Norte,2024-05-05,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,69.80000000000167,PROD-30
TRX-14909,PROD-3411,23/11/2024,4,82.27,91.79,16.0,En Camino,Medellín,Físico,Smartphone,1395.0,125.8,223.0,5.0,Sur,2024-07-31,FB-8472,1.0,2.0,sin comentario,SIN RESPUESTA,No,21.0,6.6,-265.91,PROD-34
TRX-14909,PROD-3411,23/11/2024,4,82.27,91.79,16.0,En Camino,Medellín,Físico,Smartphone,1395.0,125.8,223.0,5.0,Sur,2024-07-31,FB-8708,4.0,3.0,precio justo,SI,No,32.0,-37.9,-265.91,PROD-34
TRX-14910,PROD-2253,19/01/2025,7,1913.49,52.38,9.0,Devuelto,Bucaramanga,App,Tablets,314.0,1155.15,182.0,5.0,Occidente,2025-04-17,FB-9571,2.0,1.0,excelente,SI,Sí,32.0,89.4,5255.999999999999,PROD-22
TRX-14911,PROD-1684,22/09/2025,1,356.72,44.37,21.0,Retrasado,Ventas_Web,WhatsApp,Laptop,1105.0,317.47,265.0,10.0,Norte,2024-06-12,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-5.119999999999997,PROD-16
TRX-14912,PROD-1267,13/06/2025,1,1081.3,92.55,21.0,No especificado,Bogotá,Físico,No Definido,1127.0,1463.3,213.0,5.0,Sur,2025-12-10,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-474.55,PROD-12
TRX-14913,PROD-1187,19/05/2025,14,797.39,97.54,20.0,En Camino,Medellín,Físico,Smartphone,1032.0,277.38,151.0,0.0,Bod-ext-99,2024-05-15,FB-11417,1.0,5.0,sin comentario,SI,Sí,50.0,-60.1,7182.599999999999,PROD-11
TRX-14914,PROD-2221,08/09/2025,12,837.01,10.91,19.0,Entregado,Medellín,Online,Tablets,782.0,1450.46,177.0,30.0,Sur,2024-12-30,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-7372.310000000001,PROD-22
TRX-14915,PROD-2191,08/10/2025,12,1290.17,92.67,24.0,No especificado,Medellín,Online,Smartphone,1003.0,921.37,285.0,30.0,Occidente,2026-01-02,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,4332.93,PROD-21
TRX-14916,PROD-2867,04/06/2025,6,1327.56,12.86,23.0,Entregado,Bogotá,App,Monitor,545.0,1417.33,267.0,0.0,Norte,2025-01-26,FB-8841,1.0,4.0,no volvería,NO,Sí,63.0,91.3,-551.4799999999999,PROD-28
TRX-14917,PROD-3981,14/03/2025,10,317.03,37.04,9.0,En Camino,Bogotá,WhatsApp,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-4456.54,PROD-39
TRX-14918,PROD-3131,28/07/2025,11,1004.18,77.44,6.0,Retrasado,Barranquilla,App,Laptop,1905.0,224.55,108.0,5.0,Norte,2025-11-12,FB-9079,4.0,3.0,dañado,Maybe,Sí,47.0,-41.3,8498.49,PROD-31
TRX-14919,PROD-3442,17/05/2025,13,1583.05,78.82,1.0,Devuelto,Bucaramanga,WhatsApp,Accesorio,286.0,485.1,127.0,5.0,Norte,2024-10-29,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,14194.529999999999,PROD-34
TRX-14920,PROD-3146,07/08/2025,13,892.14,52.36,5.0,Devuelto,Medellín,Físico,Laptop,753.0,738.07,181.0,10.0,Bod-ext-99,2026-01-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,1950.55,PROD-31
TRX-14921,PROD-2383,26/12/2024,14,339.95,73.95,5.0,Retrasado,Barranquilla,Online,Accesorio,923.0,1384.78,132.0,0.0,Occidente,2025-03-18,FB-11764,5.0,5.0,lento,SIN RESPUESTA,No,52.0,58.6,-14701.57,PROD-23
TRX-14922,PROD-2776,25/08/2025,7,633.3,8.72,23.0,Devuelto,Ventas_Web,Online,Tablets,1517.0,400.41,230.0,10.0,Norte,2025-06-26,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,1621.509999999999,PROD-27
TRX-14923,PROD-3813,30/01/2026,13,432.64,17.63,26.0,No especificado,Bogotá,Físico,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-4260.05,PROD-38
TRX-14924,PROD-1548,18/11/2024,9,260.38,93.94,1.0,Perdido,Bogotá,WhatsApp,Tablets,693.0,1371.44,167.0,0.0,Sur,2025-08-23,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-10093.480000000001,PROD-15
TRX-14925,PROD-2403,04/12/2025,7,761.39,12.74,1.0,Perdido,Medellín,App,Laptop,995.0,886.37,126.0,5.0,Sur,2025-12-02,FB-8212,3.0,2.0,precio justo,SIN RESPUESTA,Sí,41.0,-11.1,-887.6000000000006,PROD-24
TRX-14925,PROD-2403,04/12/2025,7,761.39,12.74,1.0,Perdido,Medellín,App,Laptop,995.0,886.37,126.0,5.0,Sur,2025-12-02,FB-9549,3.0,1.0,no volvería,SI,Sí,57.0,69.2,-887.6000000000006,PROD-24
TRX-14926,PROD-3007,30/10/2025,9,1086.46,12.46,29.0,Retrasado,Barranquilla,Físico,Smartphone,1787.0,1040.97,246.0,0.0,Zona_franca,2024-12-20,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,396.9499999999999,PROD-30
TRX-14927,PROD-2471,28/11/2024,10,154.78,84.39,22.0,Perdido,Bogotá,Online,Tablets,822.0,316.86,142.0,5.0,Sur,2024-09-04,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-1705.1900000000005,PROD-24
TRX-14928,PROD-1771,07/11/2024,14,1211.61,65.92,6.0,No especificado,Ventas_Web,WhatsApp,Monitor,1801.0,1053.47,281.0,30.0,Sur,2025-08-13,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,2148.0399999999972,PROD-17
TRX-14929,PROD-1675,25/12/2024,9,1986.12,38.41,9.0,En Camino,Medellín,App,Monitor,987.0,136.4,275.0,5.0,Bod-ext-99,2024-12-12,FB-11394,5.0,3.0,sin comentario,SI,No,64.0,5.0,16609.07,PROD-16
TRX-14930,PROD-2652,07/02/2025,14,1928.61,20.74,19.0,Devuelto,Barranquilla,Físico,Tablets,103.0,877.74,117.0,3.0,Bod-ext-99,2024-07-10,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,14691.439999999997,PROD-26
TRX-14931,PROD-1078,26/09/2025,14,1660.06,89.0,28.0,No especificado,Bogotá,Online,Smartphone,464.0,467.52,288.0,5.0,Occidente,2025-03-04,FB-10956,1.0,4.0,lento,SI,Sí,27.0,-6.4,16606.56,PROD-10
TRX-14932,PROD-1935,24/12/2024,8,540.02,52.36,5.0,En Camino,Cali,WhatsApp,Laptop,935.0,1292.98,120.0,0.0,Sur,2025-10-24,FB-11322,4.0,1.0,dañado,NO,No,46.0,-78.4,-6076.04,PROD-19
TRX-14933,PROD-1918,12/05/2025,7,54.59,98.91,21.0,Retrasado,Bucaramanga,App,Accesorio,879.0,586.84,147.0,0.0,Sur,2024-07-06,FB-11203,1.0,4.0,dañado,SIN RESPUESTA,Sí,35.0,27.0,-3824.66,PROD-19
TRX-14934,PROD-3978,29/10/2025,12,1668.75,9.75,17.0,No especificado,Medellín,Físico,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,10907.49,PROD-39
TRX-14935,PROD-1537,23/10/2025,3,120.88,57.64,22.0,No especificado,Cali,App,Smartphone,649.0,1352.01,160.0,3.0,Norte,2025-01-17,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-3751.0299999999997,PROD-15
TRX-14936,PROD-1865,10/11/2024,11,419.2,29.82,20.0,Perdido,Medellín,Físico,Laptop,1227.0,1402.49,188.0,10.0,Norte,2025-08-14,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-10846.009999999998,PROD-18
TRX-14937,PROD-1089,15/10/2024,14,1093.46,84.08,12.0,En Camino,Barranquilla,WhatsApp,Tablets,644.0,1005.06,147.0,0.0,Norte,2024-07-11,FB-9300,5.0,2.0,excelente,NO,Sí,32.0,-95.9,1153.5200000000004,PROD-10
TRX-14938,PROD-3415,23/11/2024,3,364.97,37.88,6.0,En Camino,Medellín,Online,Tablets,1424.0,561.17,259.0,0.0,Norte,2025-09-21,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-626.4799999999997,PROD-34
TRX-14939,PROD-3066,16/06/2025,11,1669.24,72.89,29.0,Entregado,Medellín,Físico,Accesorio,781.0,1207.91,152.0,3.0,Sur,2026-01-03,FB-8384,4.0,3.0,sin comentario,SIN RESPUESTA,No,19.0,28.6,5001.739999999999,PROD-30
TRX-14939,PROD-3066,16/06/2025,11,1669.24,72.89,29.0,Entregado,Medellín,Físico,Accesorio,781.0,1207.91,152.0,3.0,Sur,2026-01-03,FB-9957,2.0,3.0,lento,Maybe,No,84.0,59.8,5001.739999999999,PROD-30
TRX-14939,PROD-3066,16/06/2025,11,1669.24,72.89,29.0,Entregado,Medellín,Físico,Accesorio,781.0,1207.91,152.0,3.0,Sur,2026-01-03,FB-9646,2.0,3.0,precio justo,NO,No,78.0,-52.9,5001.739999999999,PROD-30
TRX-14940,PROD-1692,17/08/2025,5,1556.55,56.25,13.0,En Camino,Barranquilla,Físico,Monitor,1973.0,1266.76,151.0,30.0,Bod-ext-99,2024-07-23,FB-8954,2.0,5.0,sin comentario,NO,No,31.0,72.6,1392.6999999999998,PROD-16
TRX-14940,PROD-1692,17/08/2025,5,1556.55,56.25,13.0,En Camino,Barranquilla,Físico,Monitor,1973.0,1266.76,151.0,30.0,Bod-ext-99,2024-07-23,FB-10189,1.0,2.0,sin comentario,NO,Sí,79.0,-28.0,1392.6999999999998,PROD-16
TRX-14941,PROD-1504,18/01/2025,7,1513.98,56.44,24.0,Perdido,Ventas_Web,WhatsApp,Smartphone,1588.0,1065.89,174.0,5.0,Norte,2025-10-12,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,3080.19,PROD-15
TRX-14942,PROD-2501,06/12/2025,13,1634.09,86.51,8.0,Devuelto,Bucaramanga,WhatsApp,Laptop,67.0,1031.09,202.0,30.0,Zona_franca,2025-03-14,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,7752.49,PROD-25
TRX-14943,PROD-3912,19/12/2024,12,447.21,49.69,29.0,Devuelto,Medellín,Online,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-3790.9300000000007,PROD-39
TRX-14944,PROD-3664,20/12/2024,10,1460.5,52.36,3.0,Devuelto,Medellín,WhatsApp,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,6962.84,PROD-36
TRX-14945,PROD-1153,16/11/2024,7,717.01,85.33,25.0,Perdido,Bucaramanga,App,Smartphone,1397.0,1403.94,262.0,30.0,Zona_franca,2025-03-31,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-4893.84,PROD-11
TRX-14946,PROD-2536,22/02/2025,1,1337.02,39.53,11.0,Devuelto,Bogotá,App,Laptop,593.0,737.75,246.0,10.0,Norte,2024-06-25,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,559.74,PROD-25
TRX-14947,PROD-3622,19/05/2025,8,252.82,21.6,29.0,No especificado,Cali,Online,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,FB-10618,5.0,4.0,excelente,NO,No,46.0,33.7,-4070.88,PROD-36
TRX-14948,PROD-2047,14/06/2025,1,1414.12,48.27,20.0,No especificado,Bucaramanga,Online,Laptop,1297.0,1099.84,288.0,5.0,Zona_franca,2024-10-13,FB-11307,3.0,1.0,no volvería,Maybe,No,60.0,40.3,266.01,PROD-20
TRX-14949,PROD-3190,17/06/2025,13,1944.49,52.34,1.0,Devuelto,Cali,WhatsApp,Tablets,1787.0,424.54,158.0,10.0,Bod-ext-99,2025-08-20,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,19707.01,PROD-31
TRX-14950,PROD-3552,22/10/2025,14,96.76,50.45,25.0,Retrasado,Bogotá,App,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,FB-9811,1.0,5.0,no volvería,SIN RESPUESTA,Sí,83.0,10.5,-9321.530000000002,PROD-35
TRX-14951,PROD-1199,13/01/2025,11,196.72,81.79,14.0,Retrasado,Bogotá,WhatsApp,Smartphone,1196.0,1334.96,214.0,30.0,Occidente,2024-11-26,FB-9161,1.0,2.0,excelente,SI,No,59.0,89.9,-12602.430000000002,PROD-11
TRX-14952,PROD-3432,07/03/2025,4,256.04,58.64,29.0,Entregado,Barranquilla,Online,Tablets,1228.0,1484.23,299.0,3.0,Zona_franca,2025-02-24,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-4971.400000000001,PROD-34
TRX-14953,PROD-1196,25/02/2025,2,866.82,89.4,21.0,No especificado,Cali,App,Tablets,75.0,1110.66,296.0,0.0,Sur,2024-06-21,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-577.08,PROD-11
TRX-14954,PROD-3711,30/09/2024,5,588.65,53.85,29.0,Entregado,Medellín,Online,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,FB-11352,2.0,5.0,sin comentario,Maybe,Sí,62.0,-81.2,-905.5000000000001,PROD-37
TRX-14955,PROD-1442,12/04/2025,6,1615.77,26.35,24.0,En Camino,Medellín,Online,Laptop,1402.0,1421.59,133.0,5.0,Sur,2025-11-14,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,1138.73,PROD-14
TRX-14956,PROD-3677,27/04/2025,4,952.84,52.36,13.0,En Camino,Bogotá,WhatsApp,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,723.08,PROD-36
TRX-14957,PROD-1080,27/11/2025,14,974.23,17.3,15.0,No especificado,Bogotá,Online,Smartphone,823.0,484.92,209.0,30.0,Sur,2024-10-05,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,6833.040000000001,PROD-10
TRX-14958,PROD-1197,11/07/2025,12,1436.91,87.49,23.0,No especificado,Cali,WhatsApp,Accesorio,166.0,1439.27,109.0,3.0,Bod-ext-99,2024-05-29,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-115.80999999999607,PROD-11
TRX-14959,PROD-3825,08/10/2025,13,730.32,10.34,21.0,En Camino,Bogotá,Online,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,FB-8654,5.0,2.0,excelente,NO,No,66.0,-16.6,-382.9199999999999,PROD-38
TRX-14959,PROD-3825,08/10/2025,13,730.32,10.34,21.0,En Camino,Bogotá,Online,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,FB-9470,3.0,3.0,precio justo,Maybe,No,19.0,-44.3,-382.9199999999999,PROD-38
TRX-14959,PROD-3825,08/10/2025,13,730.32,10.34,21.0,En Camino,Bogotá,Online,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,FB-11725,5.0,1.0,no volvería,Maybe,Sí,73.0,19.4,-382.9199999999999,PROD-38
TRX-14960,PROD-1474,11/11/2024,4,712.88,16.17,8.0,Entregado,Cali,Online,Smartphone,492.0,870.33,136.0,30.0,Occidente,2025-06-26,FB-11460,4.0,3.0,sin comentario,NO,No,24.0,-8.0,-645.9700000000001,PROD-14
TRX-14961,PROD-2707,07/01/2025,7,1516.28,11.05,15.0,Devuelto,Bucaramanga,Online,Laptop,1588.0,1308.57,130.0,30.0,Norte,2024-11-26,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,1442.9199999999994,PROD-27
TRX-14962,PROD-2819,01/10/2024,11,1562.28,45.25,13.0,En Camino,Medellín,App,Smartphone,466.0,499.84,184.0,30.0,Norte,2024-07-28,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,11641.589999999998,PROD-28
TRX-14963,PROD-2557,13/05/2025,4,38.65,55.6,1.0,Devuelto,Ventas_Web,Online,Smartphone,1063.0,777.82,285.0,0.0,Bod-ext-99,2025-11-22,FB-11488,4.0,3.0,precio justo,NO,Sí,50.0,97.8,-3012.28,PROD-25
TRX-14964,PROD-1506,29/03/2025,2,296.14,6.89,11.0,Devuelto,Bucaramanga,Físico,No Definido,1332.0,1315.65,227.0,5.0,Norte,2025-09-16,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-2045.9100000000003,PROD-15
TRX-14965,PROD-3241,22/12/2025,4,434.07,53.98,20.0,Entregado,Cali,App,Smartphone,943.0,1176.39,177.0,0.0,Occidente,2025-10-27,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-3023.2600000000007,PROD-32
TRX-14966,PROD-2035,11/08/2025,7,709.68,42.41,15.0,Retrasado,Ventas_Web,Físico,Tablets,728.0,550.27,156.0,0.0,Bod-ext-99,2024-06-11,FB-9055,1.0,1.0,dañado,SI,Sí,26.0,-30.6,1073.4599999999994,PROD-20
TRX-14967,PROD-2943,28/07/2025,1,589.98,78.5,21.0,No especificado,Bogotá,Online,Laptop,1623.0,842.39,181.0,10.0,Zona_franca,2025-04-19,FB-8272,5.0,5.0,lento,SI,No,44.0,-36.2,-330.90999999999997,PROD-29
TRX-14968,PROD-3874,26/08/2025,4,1340.35,52.36,4.0,Retrasado,Barranquilla,App,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,FB-8021,3.0,4.0,excelente,Maybe,No,53.0,34.1,2273.1199999999994,PROD-38
TRX-14969,PROD-1627,10/01/2025,6,1657.99,83.85,6.0,Perdido,Bucaramanga,Físico,Laptop,1206.0,230.3,227.0,0.0,Zona_franca,2024-08-24,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,8482.289999999999,PROD-16
TRX-14970,PROD-1841,18/01/2026,8,392.25,70.07,25.0,Retrasado,Bucaramanga,Online,No Definido,1853.0,1137.3,115.0,30.0,Bod-ext-99,2024-08-13,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-6030.469999999999,PROD-18
TRX-14971,PROD-3847,14/02/2025,8,1130.33,49.98,12.0,En Camino,Medellín,App,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,FB-10016,2.0,1.0,sin comentario,NO,No,63.0,4.4,2920.8199999999993,PROD-38
TRX-14971,PROD-3847,14/02/2025,8,1130.33,49.98,12.0,En Camino,Medellín,App,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,FB-11657,1.0,3.0,sin comentario,SIN RESPUESTA,Sí,34.0,82.4,2920.8199999999993,PROD-38
TRX-14972,PROD-3808,08/05/2025,13,741.95,25.53,1.0,Entregado,Ventas_Web,Online,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-246.91999999999942,PROD-38
TRX-14973,PROD-3581,28/07/2025,9,1016.5,85.48,10.0,Devuelto,Medellín,WhatsApp,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,2232.2000000000003,PROD-35
TRX-14974,PROD-1038,08/11/2025,5,1245.31,37.46,27.0,Entregado,Bogotá,WhatsApp,Laptop,885.0,319.31,299.0,0.0,Norte,2025-09-05,FB-11262,2.0,2.0,lento,NO,Sí,35.0,-9.4,4592.539999999999,PROD-10
TRX-14975,PROD-2233,14/01/2025,14,1788.26,38.85,18.0,No especificado,Bucaramanga,Físico,Laptop,1207.0,1151.74,181.0,5.0,Sur,2024-10-09,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,8872.429999999998,PROD-22
TRX-14976,PROD-2723,24/11/2024,2,392.66,92.02,1.0,Perdido,Bucaramanga,App,Tablets,818.0,515.45,180.0,5.0,Bod-ext-99,2025-03-21,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-337.6,PROD-27
TRX-14977,PROD-3710,26/10/2025,3,183.14,97.68,7.0,Perdido,Bogotá,App,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-1825.2,PROD-37
TRX-14978,PROD-1413,24/06/2025,2,1258.15,90.32,2.0,Perdido,Bogotá,App,Laptop,405.0,424.96,230.0,3.0,Bod-ext-99,2024-05-11,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,1576.0600000000002,PROD-14
TRX-14979,PROD-3713,24/01/2025,9,794.32,99.83,25.0,Devuelto,Cali,App,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,218.23000000000042,PROD-37
TRX-14980,PROD-3131,17/12/2024,6,334.18,52.36,8.0,Perdido,Medellín,App,Laptop,1905.0,224.55,108.0,5.0,Norte,2025-11-12,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,605.4199999999997,PROD-31
TRX-14981,PROD-2105,01/12/2024,14,243.0,87.55,26.0,No especificado,Bucaramanga,Físico,Accesorio,841.0,204.86,282.0,5.0,Occidente,2024-05-05,FB-9431,2.0,2.0,lento,SIN RESPUESTA,No,49.0,9.1,446.41,PROD-21
TRX-14982,PROD-3550,08/11/2024,11,1122.23,71.91,1.0,Perdido,Medellín,App,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,3923.84,PROD-35
TRX-14983,PROD-3480,09/04/2025,12,607.94,32.91,19.0,Perdido,Ventas_Web,WhatsApp,Laptop,1798.0,758.98,112.0,30.0,Norte,2024-06-05,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-1845.3899999999996,PROD-34
TRX-14984,PROD-3870,21/09/2025,1,1994.88,95.53,6.0,No especificado,Medellín,WhatsApp,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,1140.3700000000001,PROD-38
TRX-14985,PROD-1561,28/11/2025,3,817.74,88.28,11.0,No especificado,Cali,App,Smartphone,664.0,413.77,214.0,5.0,Zona_franca,2024-09-29,FB-9898,3.0,4.0,precio justo,NO,No,43.0,-23.9,1123.6300000000003,PROD-15
TRX-14985,PROD-1561,28/11/2025,3,817.74,88.28,11.0,No especificado,Cali,App,Smartphone,664.0,413.77,214.0,5.0,Zona_franca,2024-09-29,FB-10993,5.0,2.0,sin comentario,SIN RESPUESTA,Sí,32.0,63.6,1123.6300000000003,PROD-15
TRX-14986,PROD-2715,11/04/2025,7,432.45,27.87,19.0,Devuelto,Medellín,Online,No Definido,1937.0,403.79,168.0,5.0,Bod-ext-99,2025-07-24,FB-9925,5.0,5.0,sin comentario,NO,Sí,70.0,10.2,172.7499999999999,PROD-27
TRX-14987,PROD-1429,25/06/2025,7,1261.41,51.47,25.0,Perdido,Medellín,App,Accesorio,1639.0,921.32,286.0,5.0,Occidente,2024-12-24,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,2329.1600000000003,PROD-14
TRX-14988,PROD-3095,29/10/2024,5,496.07,11.66,28.0,En Camino,Bucaramanga,Físico,Smartphone,608.0,995.81,186.0,5.0,Norte,2024-04-05,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-2510.359999999999,PROD-30
TRX-14989,PROD-3944,13/04/2025,3,993.23,95.56,10.0,Entregado,Barranquilla,WhatsApp,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,607.19,PROD-39
TRX-14990,PROD-3530,30/01/2025,13,970.33,59.41,16.0,Perdido,Medellín,WhatsApp,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,FB-8174,2.0,5.0,sin comentario,NO,Sí,78.0,33.2,2688.1400000000012,PROD-35
TRX-14990,PROD-3530,30/01/2025,13,970.33,59.41,16.0,Perdido,Medellín,WhatsApp,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,FB-11190,5.0,3.0,sin comentario,NO,No,54.0,-31.1,2688.1400000000012,PROD-35
