SKU_ID,Categoria,Stock_Actual,Costo_Unitario_USD,Punto_Reorden,Lead_Time_Dias,Bodega_Origen,Ultima_Revision
PROD-1701,???,1028.0,1441.7,227,5,Occidente,2025-09-18
PROD-1702,Laptops,111.0,120.61,130,10,Sur,2024-10-25
PROD-1703,???,543.0,192.11,154,3,ZONA_FRANCA,2025-05-29
PROD-1704,Monitores,1888.0,113.9,109,5,ZONA_FRANCA,2026-01-31
PROD-1705,Monitores,9.0,318.65,287,5,Norte,2025-01-16
PROD-1706,Accesorios,1851.0,834.84,229,5,Norte,2024-09-10
PROD-1707,???,355.0,986.08,114,25-30 días,ZONA_FRANCA,2024-10-29
PROD-1708,???,613.0,116.1,102,nan,Norte,2024-09-14
PROD-1709,???,1082.0,1421.66,142,nan,Sur,2024-10-13
PROD-1710,smart-phone,1049.0,1271.14,258,25-30 días,Occidente,2024-07-24
PROD-1711,Tablets,491.0,480.09,297,10,Occidente,2025-12-31
PROD-1712,Laptops,1287.0,161.92,166,25-30 días,norte,2025-10-06
PROD-1713,Accesorios,947.0,296.34,155,25-30 días,Sur,2025-08-01
PROD-1714,???,1090.0,234.07,162,25-30 días,Norte,2025-07-25
PROD-1715,???,817.0,228.76,114,10,Norte,2025-11-19
PROD-1716,Smartphones,381.0,801.91,208,10,norte,2024-05-19
PROD-1717,Accesorios,689.0,406.48,215,Inmediato,norte,2025-10-21
PROD-1718,???,1323.0,569.3,191,Inmediato,Norte,2024-06-25
PROD-1719,Accesorios,132.0,1484.78,237,Inmediato,Norte,2024-12-08
PROD-1720,Tablets,1156.0,1042.26,265,Inmediato,Sur,2024-10-16
PROD-1721,Smartphones,1119.0,1426.02,146,nan,norte,2025-10-10
PROD-1722,Accesorios,780.0,256.71,156,5,Sur,2025-01-18
PROD-1723,Laptops,1601.0,604.1,149,5,BOD-EXT-99,2025-03-25
PROD-1724,Laptops,1086.0,854.36,170,Inmediato,Norte,2025-03-08
PROD-1725,Monitores,,161.3,242,Inmediato,ZONA_FRANCA,2025-02-27
PROD-1726,Smartphones,425.0,56.07,245,3,ZONA_FRANCA,2025-06-08
PROD-1727,Smartphones,1276.0,1022.13,181,5,BOD-EXT-99,2025-08-12
PROD-1728,Monitores,920.0,980.64,215,3,Norte,2025-11-14
PROD-1729,Accesorios,969.0,645.64,204,3,norte,2024-10-25
PROD-1730,Smartphones,1091.0,759.98,187,25-30 días,ZONA_FRANCA,2024-06-06
PROD-1731,Laptops,1786.0,652.39,101,nan,norte,2024-09-18
PROD-1732,Laptops,110.0,84.81,203,10,ZONA_FRANCA,2024-07-19
PROD-1733,???,147.0,536.29,183,5,norte,2025-04-22
PROD-1734,Tablets,1233.0,306.77,142,Inmediato,ZONA_FRANCA,2025-06-23
PROD-1735,Smartphones,609.0,192.72,253,Inmediato,norte,2024-06-18
PROD-1736,Accesorios,1725.0,1437.24,170,10,BOD-EXT-99,2025-05-11
PROD-1737,Monitores,1020.0,919.07,265,5,Sur,2024-04-05
PROD-1738,Monitores,1960.0,1106.55,193,Inmediato,norte,2025-01-24
PROD-1739,Accesorios,348.0,507.28,141,Inmediato,Sur,2025-06-13
PROD-1740,smart-phone,1683.0,620.06,232,25-30 días,Sur,2025-06-10
PROD-1741,LAPTOP,1532.0,393.54,238,3,Norte,2024-04-01
PROD-1742,Tablets,24.0,190.6,164,Inmediato,BOD-EXT-99,2025-03-24
PROD-1743,Monitores,551.0,309.6,133,nan,Sur,2025-01-17
PROD-1744,Smartphones,786.0,1206.4,219,5,Occidente,2024-05-28
PROD-1745,Tablets,1478.0,1032.44,100,nan,Sur,2024-07-18
PROD-1746,Smartphones,449.0,843.05,229,10,norte,2024-12-08
PROD-1747,smart-phone,1546.0,738.88,247,25-30 días,Sur,2025-12-11
PROD-1748,Laptops,87.0,1387.53,160,5,norte,2024-04-29
PROD-1749,Tablets,1744.0,155.47,248,25-30 días,norte,2024-09-10
PROD-1750,???,,456.87,187,3,Occidente,2025-07-11
PROD-1751,Monitores,922.0,557.41,167,Inmediato,Sur,2025-05-20
PROD-1752,Tablets,1592.0,1184.52,226,5,Sur,2025-07-31
PROD-1753,Tablets,1835.0,1489.15,239,10,ZONA_FRANCA,2025-09-09
PROD-1754,Tablets,1978.0,398.97,121,3,ZONA_FRANCA,2024-03-13
PROD-1755,LAPTOP,1850.0,1317.75,247,3,Norte,2026-01-18
PROD-1756,Tablets,1399.0,1254.4,181,25-30 días,norte,2025-05-31
PROD-1757,Smartphones,496.0,375.75,228,3,Occidente,2025-07-29
PROD-1758,Laptops,871.0,629.03,129,5,ZONA_FRANCA,2025-03-01
PROD-1759,smart-phone,530.0,644.03,225,25-30 días,Sur,2025-05-18
PROD-1760,Accesorios,1322.0,1468.42,196,3,Norte,2025-12-23
PROD-1761,Tablets,1906.0,312.29,123,10,Occidente,2024-06-10
PROD-1762,Monitores,1953.0,1208.78,113,nan,BOD-EXT-99,2024-05-05
PROD-1763,Tablets,653.0,534.58,135,5,Sur,2024-12-10
PROD-1764,Monitores,1575.0,1109.76,296,10,Sur,2025-02-15
PROD-1765,Smartphones,587.0,659.02,123,10,BOD-EXT-99,2026-01-23
PROD-1766,Monitores,959.0,888.62,287,25-30 días,norte,2025-02-16
PROD-1767,???,590.0,1257.29,194,Inmediato,norte,2025-11-09
PROD-1768,Accesorios,1811.0,1216.04,154,25-30 días,ZONA_FRANCA,2024-08-17
PROD-1769,Laptops,1155.0,1306.31,123,5,ZONA_FRANCA,2025-02-08
PROD-1770,Monitores,635.0,136.45,251,5,Sur,2025-01-19
PROD-1771,Monitores,1801.0,1053.47,281,25-30 días,Sur,2025-08-13
PROD-1772,Laptops,137.0,252.98,125,Inmediato,ZONA_FRANCA,2026-01-07
PROD-1773,Accesorios,1569.0,652.94,293,25-30 días,BOD-EXT-99,2025-01-04
PROD-1774,Tablets,1637.0,845.45,179,5,ZONA_FRANCA,2025-10-21
PROD-1775,Monitores,,633.97,265,Inmediato,Sur,2025-06-10
PROD-1776,Laptops,934.0,803.44,164,5,Occidente,2024-12-18
PROD-1777,???,497.0,1494.96,174,Inmediato,Sur,2024-08-01
PROD-1778,???,1381.0,246.07,278,Inmediato,Occidente,2025-03-06
PROD-1779,Smartphones,825.0,1029.41,262,25-30 días,Occidente,2024-04-08
PROD-1780,Laptops,567.0,624.2,142,25-30 días,Sur,2024-08-18
PROD-1781,Smartphones,1315.0,242.86,128,25-30 días,Norte,2024-04-23
PROD-1782,???,1193.0,280.17,264,Inmediato,ZONA_FRANCA,2026-01-03
PROD-1783,Accesorios,852.0,1426.45,180,Inmediato,norte,2024-08-07
PROD-1784,Tablets,112.0,1325.42,285,5,Sur,2026-01-13
PROD-1785,Laptops,1924.0,1365.21,153,10,Occidente,2025-09-06
PROD-1786,smart-phone,219.0,1487.72,138,25-30 días,Sur,2024-10-18
PROD-1787,???,581.0,352.06,141,nan,ZONA_FRANCA,2024-09-28
PROD-1788,???,855.0,565.39,255,5,BOD-EXT-99,2025-04-24
PROD-1789,smart-phone,1964.0,1020.37,128,5,Occidente,2024-03-28
PROD-1790,LAPTOP,1591.0,751.51,270,3,norte,2025-10-11
PROD-1791,???,154.0,656.66,230,25-30 días,norte,2024-11-03
PROD-1792,Monitores,531.0,568.83,237,5,norte,2024-04-10
PROD-1793,Accesorios,1529.0,910.98,286,3,BOD-EXT-99,2025-03-08
PROD-1794,Laptops,790.0,884.61,241,nan,Norte,2025-05-22
PROD-1795,smart-phone,1786.0,284.11,274,nan,Occidente,2024-06-12
PROD-1796,Monitores,1201.0,734.02,141,25-30 días,BOD-EXT-99,2024-12-29
PROD-1797,smart-phone,1669.0,852.53,193,Inmediato,Occidente,2024-06-01
PROD-1798,Laptops,1592.0,876.92,259,3,BOD-EXT-99,2024-09-11
PROD-1799,Smartphones,824.0,354.66,131,Inmediato,BOD-EXT-99,2024-04-28
PROD-1800,Laptops,,1126.29,269,nan,Norte,2024-10-23
PROD-1801,LAPTOP,1414.0,86.54,259,nan,Occidente,2024-12-21
PROD-1802,Laptops,639.0,564.51,125,10,BOD-EXT-99,2024-06-02
PROD-1803,Laptops,1960.0,1181.31,214,10,Norte,2025-10-26
PROD-1804,LAPTOP,1372.0,867.64,228,10,Sur,2025-04-17
PROD-1805,Accesorios,1951.0,428.69,155,10,ZONA_FRANCA,2024-04-15
PROD-1806,???,621.0,1057.68,221,5,BOD-EXT-99,2025-08-29
PROD-1807,Laptops,1121.0,872.72,205,10,norte,2025-08-23
PROD-1808,LAPTOP,1445.0,1204.55,229,5,Norte,2024-05-18
PROD-1809,Monitores,893.0,1115.79,180,5,Norte,2024-03-06
PROD-1810,Smartphones,1399.0,934.66,257,25-30 días,BOD-EXT-99,2025-10-27
PROD-1811,Smartphones,845.0,757.86,219,5,Norte,2025-01-20
PROD-1812,Laptops,1286.0,243.11,298,5,Sur,2024-07-14
PROD-1813,Accesorios,114.0,428.93,151,10,Norte,2024-11-08
PROD-1814,Accesorios,1055.0,657.69,190,5,ZONA_FRANCA,2025-10-07
PROD-1815,Monitores,1703.0,918.98,236,Inmediato,ZONA_FRANCA,2024-06-06
PROD-1816,Laptops,1888.0,794.88,121,10,norte,2024-09-13
PROD-1817,Smartphones,320.0,467.87,133,3,Sur,2025-07-27
PROD-1818,Accesorios,1830.0,59.37,209,10,ZONA_FRANCA,2024-10-13
PROD-1819,Laptops,802.0,769.55,148,5,BOD-EXT-99,2025-03-15
PROD-1820,smart-phone,333.0,464.16,228,Inmediato,Occidente,2024-06-15
PROD-1821,Accesorios,1881.0,1115.18,172,10,Occidente,2025-08-05
PROD-1822,LAPTOP,374.0,84.72,183,Inmediato,Occidente,2025-08-04
PROD-1823,smart-phone,578.0,898.0,152,3,BOD-EXT-99,2024-03-10
PROD-1824,???,844.0,1415.14,199,nan,Norte,2025-04-20
PROD-1825,Accesorios,,302.89,223,3,BOD-EXT-99,2024-10-14
PROD-1826,Smartphones,547.0,733.89,267,nan,Norte,2024-05-24
PROD-1827,Tablets,542.0,182.56,144,25-30 días,Occidente,2024-05-01
PROD-1828,smart-phone,1637.0,957.24,295,nan,norte,2025-05-15
PROD-1829,???,522.0,848.27,236,25-30 días,norte,2024-08-27
PROD-1830,Monitores,1654.0,640.68,204,10,Norte,2025-08-23
PROD-1831,Monitores,126.0,806.0,249,25-30 días,Occidente,2024-10-02
PROD-1832,Smartphones,478.0,1350.03,245,Inmediato,BOD-EXT-99,2025-08-04
PROD-1833,Accesorios,1583.0,334.63,205,25-30 días,norte,2024-10-20
PROD-1834,Laptops,915.0,82.72,142,Inmediato,Norte,2026-01-11
PROD-1835,Accesorios,1467.0,1299.41,266,nan,BOD-EXT-99,2025-05-02
PROD-1836,Smartphones,147.0,886.82,233,nan,Occidente,2025-05-17
PROD-1837,Monitores,802.0,1341.45,147,nan,Sur,2025-03-05
PROD-1838,Accesorios,1487.0,915.57,225,25-30 días,Occidente,2024-10-23
PROD-1839,Monitores,1030.0,1224.73,106,nan,Occidente,2025-10-08
PROD-1840,smart-phone,47.0,673.03,296,25-30 días,BOD-EXT-99,2024-12-15
PROD-1841,???,1853.0,1137.3,115,25-30 días,BOD-EXT-99,2024-08-13
PROD-1842,Laptops,384.0,1373.91,228,5,ZONA_FRANCA,2025-05-20
PROD-1843,smart-phone,586.0,879.58,214,5,ZONA_FRANCA,2025-08-17
PROD-1844,Monitores,537.0,312.14,136,25-30 días,BOD-EXT-99,2024-08-17
PROD-1845,Monitores,293.0,439.76,264,Inmediato,BOD-EXT-99,2024-06-13
PROD-1846,Tablets,1267.0,338.03,224,10,Sur,2026-01-17
PROD-1847,Tablets,1929.0,407.94,180,3,Sur,2025-12-13
PROD-1848,smart-phone,520.0,494.3,291,5,Occidente,2025-04-03
PROD-1849,LAPTOP,560.0,854.94,161,25-30 días,norte,2024-10-02
PROD-1850,smart-phone,,902.59,171,3,Sur,2024-12-12
PROD-1851,Tablets,1677.0,668.42,288,5,Occidente,2025-04-02
PROD-1852,Monitores,1804.0,942.36,224,10,Norte,2025-07-20
PROD-1853,Smartphones,909.0,168.28,260,Inmediato,ZONA_FRANCA,2025-01-09
PROD-1854,smart-phone,481.0,177.29,165,25-30 días,norte,2024-11-03
PROD-1855,Monitores,1127.0,299.15,129,10,Occidente,2024-04-14
PROD-1856,Smartphones,1041.0,801.21,119,5,BOD-EXT-99,2025-03-28
PROD-1857,Smartphones,1851.0,360.29,287,25-30 días,Norte,2025-09-27
PROD-1858,Tablets,833.0,460.76,181,3,ZONA_FRANCA,2025-08-10
PROD-1859,smart-phone,1628.0,630.45,206,nan,Norte,2025-09-20
PROD-1860,Accesorios,1699.0,1227.21,251,Inmediato,Occidente,2025-11-27
PROD-1861,Laptops,731.0,70.1,231,5,Sur,2025-01-04
PROD-1862,Tablets,830.0,991.6,136,Inmediato,ZONA_FRANCA,2025-02-01
PROD-1863,Tablets,396.0,1019.87,231,25-30 días,Norte,2025-04-28
PROD-1864,Accesorios,1733.0,1208.05,176,nan,Sur,2025-02-03
PROD-1865,Laptops,1227.0,1402.49,188,10,norte,2025-08-14
PROD-1866,Monitores,1941.0,79.2,245,Inmediato,Occidente,2025-12-12
PROD-1867,LAPTOP,1017.0,272.99,187,3,Occidente,2025-03-10
PROD-1868,smart-phone,1527.0,1334.95,293,5,ZONA_FRANCA,2024-04-07
PROD-1869,LAPTOP,961.0,714.85,275,3,Norte,2024-06-19
PROD-1870,Monitores,723.0,868.66,132,Inmediato,norte,2025-09-09
PROD-1871,???,1764.0,1011.39,157,nan,BOD-EXT-99,2025-05-03
PROD-1872,Tablets,1151.0,1034.65,127,10,ZONA_FRANCA,2025-08-30
PROD-1873,Laptops,1400.0,1401.02,134,10,BOD-EXT-99,2024-09-11
PROD-1874,Tablets,256.0,1495.58,224,3,ZONA_FRANCA,2025-02-03
PROD-1875,Smartphones,,1094.23,237,25-30 días,Norte,2025-03-13
PROD-1876,Tablets,728.0,466.47,164,25-30 días,norte,2024-04-17
PROD-1877,Tablets,-43.0,1325.64,141,nan,Norte,2025-04-09
PROD-1878,Monitores,425.0,121.37,184,10,Occidente,2024-09-25
PROD-1879,Monitores,1270.0,385.07,236,3,BOD-EXT-99,2024-08-04
PROD-1880,Monitores,434.0,1351.21,287,3,Sur,2025-04-03
PROD-1881,LAPTOP,854.0,421.48,210,3,Occidente,2024-10-22
PROD-1882,Smartphones,508.0,369.94,114,Inmediato,Occidente,2025-06-07
PROD-1883,???,1917.0,250.28,284,nan,BOD-EXT-99,2024-04-22
PROD-1884,???,1077.0,1295.71,168,25-30 días,ZONA_FRANCA,2024-09-02
PROD-1885,Monitores,1183.0,775.08,204,25-30 días,Occidente,2025-08-09
PROD-1886,Laptops,417.0,1028.6,249,Inmediato,norte,2024-12-18
PROD-1887,LAPTOP,797.0,396.65,163,5,Occidente,2025-02-02
PROD-1888,Accesorios,208.0,1149.16,140,Inmediato,norte,2026-01-09
PROD-1889,Laptops,232.0,1152.01,170,nan,Norte,2025-03-20
PROD-1890,smart-phone,1599.0,503.27,155,3,ZONA_FRANCA,2024-08-25
PROD-1891,smart-phone,1848.0,645.49,250,Inmediato,norte,2025-05-01
PROD-1892,Laptops,-11.0,354.05,124,3,Occidente,2024-06-07
PROD-1893,Monitores,964.0,1466.01,204,nan,ZONA_FRANCA,2024-05-22
PROD-1894,Accesorios,562.0,986.12,233,nan,ZONA_FRANCA,2025-06-17
PROD-1895,Accesorios,1865.0,1405.09,218,10,norte,2024-04-08
PROD-1896,LAPTOP,637.0,489.91,261,3,norte,2025-10-16
PROD-1897,Accesorios,562.0,1183.74,290,25-30 días,Sur,2025-08-09
PROD-1898,smart-phone,1731.0,1160.5,108,Inmediato,Sur,2025-03-18
PROD-1899,Smartphones,1760.0,1052.9,159,nan,ZONA_FRANCA,2025-04-21
PROD-1900,Monitores,,1450.18,224,3,BOD-EXT-99,2025-03-09
PROD-1901,Accesorios,1497.0,620.66,148,5,BOD-EXT-99,2024-04-15
PROD-1902,LAPTOP,1880.0,239.54,150,10,Sur,2025-02-10
PROD-1903,smart-phone,1102.0,1023.98,287,5,Occidente,2026-01-18
PROD-1904,Smartphones,524.0,1107.5,169,nan,Norte,2025-05-02
PROD-1905,Tablets,1860.0,883.84,136,5,ZONA_FRANCA,2025-11-22
PROD-1906,Tablets,962.0,349.89,130,5,Norte,2025-07-21
PROD-1907,Smartphones,619.0,781.46,268,10,Sur,2024-08-27
PROD-1908,smart-phone,218.0,502.68,161,10,norte,2025-10-18
PROD-1909,LAPTOP,1233.0,669.83,192,10,ZONA_FRANCA,2025-07-20
PROD-1910,Smartphones,873.0,985.57,285,10,Sur,2025-09-09
PROD-1911,Monitores,1075.0,1130.56,113,5,Occidente,2025-02-16
PROD-1912,Monitores,1479.0,386.73,263,25-30 días,ZONA_FRANCA,2024-12-04
PROD-1913,Tablets,1708.0,637.72,263,25-30 días,ZONA_FRANCA,2024-10-18
PROD-1914,Accesorios,1544.0,440.28,178,10,BOD-EXT-99,2024-03-17
PROD-1915,LAPTOP,196.0,338.02,107,Inmediato,norte,2025-06-30
PROD-1916,Tablets,1510.0,1185.91,253,3,ZONA_FRANCA,2025-10-31
PROD-1917,Accesorios,1889.0,1368.42,135,nan,norte,2025-05-17
PROD-1918,Accesorios,879.0,586.84,147,Inmediato,Sur,2024-07-06
PROD-1919,???,176.0,1139.35,184,nan,Occidente,2024-08-09
PROD-1920,Monitores,214.0,1350.64,127,Inmediato,Occidente,2025-04-22
PROD-1921,smart-phone,1345.0,1276.88,295,Inmediato,ZONA_FRANCA,2024-10-05
PROD-1922,Laptops,1407.0,315.08,289,25-30 días,ZONA_FRANCA,2025-01-25
PROD-1923,smart-phone,595.0,1436.62,150,3,Sur,2025-11-23
PROD-1924,Laptops,1368.0,596.18,203,Inmediato,BOD-EXT-99,2025-01-18
PROD-1925,Smartphones,,541.9,269,10,BOD-EXT-99,2025-04-28
PROD-1926,Monitores,1423.0,140.53,200,nan,BOD-EXT-99,2025-04-05
PROD-1927,Accesorios,1337.0,754.95,128,25-30 días,norte,2025-05-22
PROD-1928,LAPTOP,1849.0,208.07,226,nan,BOD-EXT-99,2024-03-19
PROD-1929,Laptops,1199.0,410.38,181,10,Occidente,2024-03-11
PROD-1930,smart-phone,931.0,509.57,109,10,norte,2025-05-13
PROD-1931,Accesorios,1104.0,1222.8,205,Inmediato,Sur,2024-03-08
PROD-1932,Laptops,537.0,1319.46,266,10,Occidente,2024-12-04
PROD-1933,Laptops,425.0,488.58,100,3,Occidente,2025-07-03
PROD-1934,???,1771.0,1295.11,138,10,Norte,2024-04-01
PROD-1935,Laptops,935.0,1292.98,120,Inmediato,Sur,2025-10-24
PROD-1936,LAPTOP,1191.0,1158.74,164,nan,Sur,2025-10-12
PROD-1937,Monitores,139.0,262.71,114,10,Norte,2025-03-30
PROD-1938,LAPTOP,1390.0,1050.97,231,25-30 días,norte,2024-03-25
PROD-1939,Tablets,930.0,1420.28,287,25-30 días,BOD-EXT-99,2024-10-14
PROD-1940,Accesorios,1648.0,1039.68,160,25-30 días,BOD-EXT-99,2024-08-02
PROD-1941,Monitores,1665.0,530.84,247,nan,BOD-EXT-99,2025-10-12
PROD-1942,???,-10.0,775.84,237,5,BOD-EXT-99,2025-11-06
PROD-1943,Monitores,892.0,986.3,186,25-30 días,BOD-EXT-99,2025-08-02
PROD-1944,Monitores,287.0,790.33,204,25-30 días,Norte,2024-06-14
PROD-1945,smart-phone,1287.0,223.93,133,5,Sur,2025-08-20
PROD-1946,Monitores,1048.0,502.49,223,nan,norte,2025-11-03
PROD-1947,???,845.0,1213.47,209,25-30 días,Occidente,2024-11-03
PROD-1948,LAPTOP,1624.0,1299.06,275,Inmediato,BOD-EXT-99,2025-06-08
PROD-1949,Monitores,880.0,249.09,132,nan,Norte,2024-08-16
PROD-1950,Smartphones,,1430.96,197,25-30 días,norte,2024-03-24
PROD-1951,Accesorios,238.0,526.79,160,25-30 días,norte,2025-12-05
PROD-1952,Monitores,673.0,1010.35,109,5,norte,2024-08-08
PROD-1953,Accesorios,1903.0,1140.15,281,Inmediato,Norte,2024-05-24
PROD-1954,Smartphones,1039.0,1227.32,183,nan,Occidente,2024-12-26
PROD-1955,Smartphones,432.0,1421.34,164,10,BOD-EXT-99,2024-03-24
PROD-1956,Accesorios,885.0,503.73,176,3,norte,2024-04-06
PROD-1957,Laptops,105.0,1294.83,100,Inmediato,Norte,2024-08-31
PROD-1958,Tablets,1020.0,240.95,232,10,Sur,2025-07-19
PROD-1959,smart-phone,1908.0,1072.31,179,Inmediato,Norte,2025-12-17
PROD-1960,Laptops,1633.0,1125.87,114,10,Norte,2024-08-20
PROD-1961,Laptops,73.0,1032.7,127,10,Norte,2024-12-31
PROD-1962,LAPTOP,1998.0,415.86,122,Inmediato,norte,2024-04-07
PROD-1963,smart-phone,917.0,1315.91,208,5,Norte,2025-11-19
PROD-1964,smart-phone,804.0,294.84,206,Inmediato,Sur,2024-12-12
PROD-1965,Laptops,589.0,127.77,244,Inmediato,norte,2024-04-15
PROD-1966,Monitores,1552.0,1090.32,212,10,Sur,2024-05-28
PROD-1967,LAPTOP,391.0,739.44,197,3,ZONA_FRANCA,2025-03-03
PROD-1968,LAPTOP,1894.0,1281.19,240,10,Norte,2024-05-09
PROD-1969,Smartphones,1788.0,605.93,241,25-30 días,BOD-EXT-99,2024-03-15
PROD-1970,???,1779.0,294.0,238,Inmediato,BOD-EXT-99,2024-07-06
PROD-1971,smart-phone,482.0,1262.84,127,nan,norte,2025-04-11
PROD-1972,Laptops,1286.0,845.92,141,Inmediato,BOD-EXT-99,2025-11-09
PROD-1973,Smartphones,898.0,324.33,198,5,norte,2026-01-17
PROD-1974,Accesorios,1969.0,1094.56,160,nan,Norte,2025-09-20
PROD-1975,Tablets,,791.11,222,10,Occidente,2024-10-11
PROD-1976,???,409.0,926.25,163,5,Occidente,2024-05-09
PROD-1977,???,500.0,718.3,130,Inmediato,Sur,2025-03-19
PROD-1978,???,342.0,1251.63,180,10,Norte,2025-01-05
PROD-1979,LAPTOP,1737.0,1252.87,109,10,BOD-EXT-99,2024-10-10
PROD-1980,Accesorios,794.0,1078.61,107,25-30 días,Norte,2024-05-02
PROD-1981,???,1088.0,202.83,248,25-30 días,ZONA_FRANCA,2025-01-29
PROD-1982,Accesorios,595.0,1266.34,158,3,Occidente,2025-01-30
PROD-1983,Monitores,1416.0,1022.97,277,25-30 días,BOD-EXT-99,2025-04-19
PROD-1984,???,1327.0,1060.69,296,nan,Occidente,2025-01-19
PROD-1985,Tablets,91.0,576.33,297,10,Norte,2024-03-11
PROD-1986,Accesorios,450.0,1324.96,129,25-30 días,BOD-EXT-99,2024-10-26
PROD-1987,Accesorios,789.0,1101.79,244,3,Sur,2024-06-17
PROD-1988,Tablets,1632.0,213.26,119,Inmediato,Norte,2026-01-19
PROD-1989,???,1515.0,641.28,147,nan,Sur,2024-08-14
PROD-1990,Tablets,1996.0,1335.25,229,25-30 días,BOD-EXT-99,2025-08-17
PROD-1991,Accesorios,1480.0,118.44,136,10,Occidente,2025-05-07
PROD-1992,Tablets,545.0,1444.05,228,Inmediato,ZONA_FRANCA,2025-11-23
PROD-1993,Accesorios,1854.0,1034.79,231,10,norte,2025-03-20
PROD-1994,Accesorios,230.0,965.5,199,Inmediato,Occidente,2025-01-21
PROD-1995,Monitores,373.0,442.31,153,nan,Sur,2025-11-04
PROD-1996,Laptops,219.0,410.75,221,10,Norte,2025-05-20
PROD-1997,Accesorios,103.0,1415.98,124,25-30 días,BOD-EXT-99,2025-06-29
PROD-1998,???,1700.0,482.5,230,25-30 días,Occidente,2024-11-08
PROD-1999,Smartphones,611.0,1174.48,108,3,ZONA_FRANCA,2024-08-06
PROD-2000,LAPTOP,,620.03,133,Inmediato,BOD-EXT-99,2025-09-13
PROD-2001,smart-phone,1917.0,251.92,142,3,Sur,2025-08-24
PROD-2002,Laptops,32.0,65.54,173,5,BOD-EXT-99,2025-12-31
PROD-2003,Laptops,1399.0,839.17,193,25-30 días,BOD-EXT-99,2025-09-02
PROD-2004,Laptops,1248.0,1464.88,121,Inmediato,Norte,2025-05-17
PROD-2005,Monitores,929.0,585.25,169,nan,norte,2025-04-28
PROD-2006,Accesorios,1609.0,567.93,229,3,Sur,2025-04-22
PROD-2007,Monitores,1348.0,548.93,193,nan,Norte,2024-06-01
PROD-2008,Accesorios,582.0,804.79,293,nan,norte,2024-08-08
PROD-2009,???,1481.0,688.96,131,nan,Norte,2024-06-09
PROD-2010,Monitores,736.0,1325.88,205,3,norte,2025-09-06
PROD-2011,Monitores,347.0,783.01,243,5,norte,2024-04-16
PROD-2012,LAPTOP,1093.0,786.25,100,3,norte,2025-11-26
PROD-2013,Smartphones,883.0,250.64,171,10,Norte,2024-07-11
PROD-2014,Monitores,1410.0,1474.97,275,25-30 días,BOD-EXT-99,2025-04-28
PROD-2015,LAPTOP,1802.0,412.46,149,3,norte,2024-11-15
PROD-2016,Tablets,235.0,156.38,240,3,BOD-EXT-99,2024-12-29
PROD-2017,Smartphones,214.0,1011.56,114,5,Sur,2025-09-26
PROD-2018,???,1627.0,913.28,152,10,ZONA_FRANCA,2025-03-01
PROD-2019,Monitores,1176.0,651.96,271,3,BOD-EXT-99,2024-10-07
PROD-2020,smart-phone,770.0,662.18,107,25-30 días,ZONA_FRANCA,2025-07-30
PROD-2021,Laptops,1712.0,1188.34,173,25-30 días,norte,2025-08-16
PROD-2022,Tablets,-10.0,333.78,145,3,ZONA_FRANCA,2024-03-19
PROD-2023,Tablets,1681.0,1239.37,168,nan,ZONA_FRANCA,2025-05-17
PROD-2024,???,17.0,990.68,213,nan,norte,2024-04-25
PROD-2025,LAPTOP,,657.51,246,10,BOD-EXT-99,2024-07-23
PROD-2026,Tablets,937.0,714.14,265,25-30 días,norte,2024-09-12
PROD-2027,Smartphones,1749.0,422.14,222,nan,Sur,2024-08-29
PROD-2028,Monitores,1571.0,1140.57,238,25-30 días,Occidente,2024-10-18
PROD-2029,Monitores,1605.0,793.67,216,10,Norte,2025-08-24
PROD-2030,smart-phone,1228.0,515.24,142,10,norte,2025-04-18
PROD-2031,???,644.0,914.27,119,nan,norte,2025-02-26
PROD-2032,Laptops,1035.0,1493.81,247,3,ZONA_FRANCA,2024-09-17
PROD-2033,LAPTOP,1643.0,681.13,120,Inmediato,Sur,2025-10-18
PROD-2034,Laptops,1008.0,1385.0,181,5,ZONA_FRANCA,2024-10-14
PROD-2035,Tablets,728.0,550.27,156,Inmediato,BOD-EXT-99,2024-06-11
PROD-2036,???,443.0,129.36,277,Inmediato,norte,2024-10-26
PROD-2037,smart-phone,1535.0,346.15,173,25-30 días,norte,2024-10-06
PROD-2038,Laptops,1442.0,657.11,197,10,ZONA_FRANCA,2025-09-01
PROD-2039,Smartphones,1740.0,368.47,253,25-30 días,norte,2024-04-23
PROD-2040,Monitores,610.0,50.33,257,nan,BOD-EXT-99,2025-09-05
PROD-2041,Tablets,1298.0,1376.75,209,5,Occidente,2025-07-28
PROD-2042,smart-phone,1277.0,1273.63,214,nan,Norte,2024-04-19
PROD-2043,Laptops,1249.0,1126.32,258,3,Norte,2025-09-23
PROD-2044,LAPTOP,1936.0,293.33,141,5,Norte,2024-11-06
PROD-2045,Smartphones,1994.0,224.53,167,25-30 días,Occidente,2024-09-03
PROD-2046,Smartphones,1878.0,148.03,288,25-30 días,norte,2024-09-28
PROD-2047,Laptops,1297.0,1099.84,288,nan,ZONA_FRANCA,2024-10-13
PROD-2048,Monitores,1008.0,1396.77,169,25-30 días,Sur,2025-05-14
PROD-2049,Laptops,926.0,674.28,177,25-30 días,norte,2024-08-12
PROD-2050,Tablets,,222.75,295,Inmediato,Occidente,2024-10-30
PROD-2051,Laptops,431.0,792.97,189,3,BOD-EXT-99,2024-08-14
