Feedback_ID,Transaccion_ID,Rating_Producto,Rating_Logistica,Comentario_Texto,Recomienda_Marca,Ticket_Soporte_Abierto,Edad_Cliente,Satisfaccion_NPS
FB-10274,TRX-16089,3,2,Excelente,NO,1,80,44.5
FB-10275,TRX-10886,2,3,N/A,N/A,Sí,20,46.1
FB-10276,TRX-11736,5,1,Dañado,SI,Sí,60,-25.3
FB-10277,TRX-19529,1,3,Precio justo,Maybe,1,21,98.9
FB-10278,TRX-11208,3,4,No volvería,Maybe,Sí,45,38.3
FB-10279,TRX-17812,3,1,N/A,N/A,0,58,78.9
FB-10280,TRX-19730,4,2,No volvería,Maybe,No,55,-90.7
FB-10281,TRX-12591,2,4,Dañado,NO,1,28,24.7
FB-10282,TRX-10494,3,2,---,SI,1,49,49.9
FB-10283,TRX-12406,4,3,N/A,N/A,Sí,57,59.5
FB-10284,TRX-15984,1,3,Dañado,N/A,1,71,34.5
FB-10285,TRX-12314,2,4,N/A,NO,Sí,20,21.2
FB-10286,TRX-11294,1,4,N/A,Maybe,1,30,49.2
FB-10287,TRX-14014,4,1,No volvería,N/A,0,73,-92.3
FB-10288,TRX-11262,5,2,N/A,SI,Sí,68,50.3
FB-10289,TRX-10204,2,5,Excelente,Maybe,No,54,-34.1
FB-10290,TRX-19325,5,3,Precio justo,N/A,0,31,52.2
FB-10291,TRX-16823,4,5,No volvería,N/A,1,53,55.4
FB-10292,TRX-12452,2,5,Excelente,SI,Sí,49,-44.7
FB-10293,TRX-12988,3,4,Excelente,N/A,0,58,43.0
FB-10294,TRX-17696,4,2,Lento,Maybe,1,57,-34.2
FB-10295,TRX-12295,4,5,Dañado,NO,Sí,49,45.0
FB-10296,TRX-18641,1,2,N/A,N/A,0,29,-62.0
FB-10297,TRX-14907,5,4,---,NO,Sí,71,-84.5
FB-10298,TRX-17703,2,5,N/A,SI,1,74,17.6
FB-10299,TRX-16742,2,5,No volvería,NO,0,25,-61.4
FB-10300,TRX-15526,3,3,No volvería,N/A,1,59,78.9
FB-10301,TRX-17274,2,5,N/A,SI,0,61,-68.3
FB-10302,TRX-10216,3,1,Precio justo,Maybe,1,48,21.4
FB-10303,TRX-14698,2,4,---,NO,1,24,39.4
FB-10304,TRX-11822,1,1,N/A,N/A,Sí,43,-99.5
FB-10305,TRX-12554,4,5,N/A,Maybe,Sí,45,73.9
FB-10306,TRX-10983,2,5,---,NO,0,19,45.3
FB-10307,TRX-10526,4,1,No volvería,Maybe,0,61,53.9
FB-10308,TRX-19898,5,3,Excelente,N/A,1,34,-88.7
FB-10309,TRX-12843,4,3,Excelente,N/A,Sí,32,-29.6
FB-10310,TRX-18245,5,1,Precio justo,NO,1,49,28.5
FB-10311,TRX-12627,2,1,---,NO,1,40,-54.2
FB-10312,TRX-10178,1,4,Excelente,N/A,0,43,66.4
FB-10313,TRX-16494,1,3,Excelente,Maybe,No,81,-18.3
FB-10314,TRX-16940,4,2,No volvería,NO,1,73,60.2
FB-10315,TRX-17443,1,5,---,N/A,1,38,75.2
FB-10316,TRX-19079,5,5,Dañado,SI,Sí,54,-4.9
FB-10317,TRX-14227,1,1,No volvería,Maybe,No,60,-54.6
FB-10318,TRX-19372,1,2,Lento,SI,No,25,-23.8
FB-10319,TRX-18222,1,3,Precio justo,SI,1,31,-0.1
FB-10320,TRX-15014,3,3,N/A,Maybe,1,83,-8.9
FB-10321,TRX-13724,3,3,Excelente,SI,No,44,-99.1
FB-10322,TRX-16941,4,1,---,SI,1,25,-83.1
FB-10323,TRX-12569,2,1,No volvería,SI,No,76,-8.7
FB-10324,TRX-14453,2,5,No volvería,N/A,0,27,-12.6
FB-10325,TRX-11506,5,5,N/A,SI,Sí,64,78.0
FB-10326,TRX-18544,5,3,N/A,SI,0,27,-44.7
FB-10327,TRX-16185,4,5,Excelente,Maybe,0,33,95.5
FB-10328,TRX-12050,3,5,Precio justo,Maybe,Sí,20,94.5
FB-10329,TRX-13471,1,3,No volvería,SI,0,40,-62.3
FB-10330,TRX-16560,3,1,Dañado,SI,1,19,-95.1
FB-10331,TRX-10917,3,5,N/A,SI,0,82,-60.4
FB-10332,TRX-13586,4,1,Excelente,N/A,0,80,-16.1
FB-10333,TRX-16427,3,2,Precio justo,SI,1,75,-26.5
FB-10334,TRX-13009,2,1,Lento,Maybe,1,54,-5.3
FB-10335,TRX-19163,3,4,N/A,Maybe,0,78,38.4
FB-10336,TRX-19913,2,4,Excelente,SI,0,37,3.6
FB-10337,TRX-11264,5,3,Lento,SI,1,77,-31.0
FB-10338,TRX-17674,5,4,Excelente,Maybe,Sí,38,35.1
FB-10339,TRX-17821,4,2,No volvería,SI,1,42,-33.2
FB-10340,TRX-15131,1,1,Precio justo,SI,Sí,64,-29.5
FB-10341,TRX-16637,3,1,Dañado,N/A,1,57,-31.4
FB-10342,TRX-16233,1,5,Lento,SI,1,68,-39.2
FB-10343,TRX-12700,2,5,---,N/A,Sí,38,40.1
FB-10344,TRX-10895,1,5,Lento,NO,Sí,24,-65.0
FB-10345,TRX-16086,3,1,---,N/A,Sí,23,54.9
FB-10346,TRX-16950,1,1,Excelente,SI,0,83,84.5
FB-10347,TRX-13190,1,5,Lento,SI,Sí,20,-44.7
FB-10348,TRX-14422,1,1,---,Maybe,1,58,40.8
FB-10349,TRX-11776,4,2,Excelente,SI,1,28,20.8
FB-10350,TRX-11710,1,5,Excelente,SI,No,77,-40.1
FB-10351,TRX-11274,3,4,Lento,SI,1,39,-52.7
FB-10352,TRX-15942,3,5,Lento,N/A,No,67,88.8
FB-10353,TRX-19882,1,4,---,N/A,0,65,39.4
FB-10354,TRX-15496,4,3,No volvería,NO,Sí,70,28.9
FB-10355,TRX-10459,2,4,No volvería,N/A,Sí,59,99.4
FB-10356,TRX-13924,1,2,N/A,Maybe,No,26,-29.3
FB-10357,TRX-14623,4,1,No volvería,N/A,0,19,-54.2
FB-10358,TRX-12666,5,2,Precio justo,SI,No,80,-34.0
FB-10359,TRX-18873,3,3,Dañado,N/A,Sí,40,-66.0
FB-10360,TRX-11744,5,2,No volvería,SI,1,21,85.0
FB-10361,TRX-11070,3,2,No volvería,Maybe,Sí,69,39.4
FB-10362,TRX-13471,2,3,Excelente,NO,0,70,21.0
FB-10363,TRX-19783,4,2,Dañado,NO,0,71,61.3
FB-10364,TRX-10179,2,3,Lento,NO,No,69,3.2
FB-10365,TRX-15064,5,1,Precio justo,NO,Sí,56,-61.8
FB-10366,TRX-13075,4,5,Lento,SI,0,53,-69.1
FB-10367,TRX-19038,5,1,Excelente,SI,Sí,48,4.5
FB-10368,TRX-13305,1,1,Precio justo,N/A,Sí,50,61.1
FB-10369,TRX-10530,5,1,No volvería,SI,No,26,-55.7
FB-10370,TRX-13937,2,2,---,NO,1,39,41.0
FB-10371,TRX-14410,2,1,Dañado,SI,Sí,53,-50.0
FB-10372,TRX-11393,1,3,Dañado,Maybe,Sí,69,-13.4
FB-10373,TRX-19340,4,3,No volvería,Maybe,1,26,-87.8
FB-10374,TRX-19253,5,3,Lento,Maybe,No,81,0.6
FB-10375,TRX-10735,5,3,Lento,NO,1,29,-66.1
FB-10376,TRX-19236,5,1,No volvería,N/A,Sí,33,68.9
FB-10377,TRX-17926,4,4,No volvería,SI,No,26,91.5
FB-10378,TRX-10748,2,5,Dañado,N/A,1,51,-83.2
FB-10379,TRX-10787,1,4,Lento,SI,No,24,6.8
FB-10380,TRX-15154,4,2,N/A,NO,0,49,40.8
FB-10381,TRX-11527,1,1,Precio justo,Maybe,No,66,-86.9
FB-10382,TRX-15056,3,4,Precio justo,NO,Sí,71,10.7
FB-10383,TRX-10138,1,1,Excelente,Maybe,0,59,87.3
FB-10384,TRX-15843,3,3,Excelente,N/A,Sí,18,5.3
FB-10385,TRX-14626,1,2,Excelente,N/A,No,37,24.2
FB-10386,TRX-16523,3,4,---,NO,1,55,-34.5
FB-10387,TRX-18195,5,5,Lento,NO,No,29,23.0
FB-10388,TRX-13192,4,3,Precio justo,SI,No,76,77.6
FB-10389,TRX-15152,5,3,Lento,N/A,1,67,-34.1
FB-10390,TRX-16400,2,2,No volvería,Maybe,No,24,54.4
FB-10391,TRX-15830,4,3,Dañado,N/A,1,44,14.1
FB-10392,TRX-12122,5,3,N/A,SI,Sí,30,-48.6
FB-10393,TRX-11595,1,4,Excelente,NO,0,37,-21.7
FB-10394,TRX-15428,4,3,No volvería,Maybe,Sí,35,-28.4
FB-10395,TRX-16672,1,2,No volvería,SI,0,75,-6.3
FB-10396,TRX-18250,5,1,N/A,NO,1,40,-77.4
FB-10397,TRX-11654,4,2,Dañado,Maybe,0,19,-69.8
FB-10398,TRX-18227,5,2,Precio justo,SI,Sí,61,-24.3
FB-10399,TRX-12460,2,1,Precio justo,NO,No,67,12.4
FB-10400,TRX-10388,99,4,---,N/A,No,195,23.6
FB-10401,TRX-19620,5,5,No volvería,NO,Sí,76,82.1
FB-10402,TRX-16260,2,5,Dañado,NO,1,61,13.8
FB-10403,TRX-17814,5,2,Precio justo,SI,Sí,82,46.0
FB-10404,TRX-19606,4,4,---,SI,No,51,-3.7
FB-10405,TRX-10612,1,4,Excelente,SI,0,48,4.7
FB-10406,TRX-14753,4,4,Lento,NO,0,31,18.0
FB-10407,TRX-12641,5,4,Dañado,NO,1,69,4.4
FB-10408,TRX-12482,5,2,N/A,N/A,1,36,-38.1
FB-10409,TRX-17587,5,3,---,SI,0,46,95.5
FB-10410,TRX-11290,3,5,No volvería,N/A,No,72,23.7
FB-10411,TRX-11528,2,5,Lento,Maybe,0,47,-30.8
FB-10412,TRX-13794,1,1,Precio justo,N/A,Sí,76,59.7
FB-10413,TRX-13533,2,2,Precio justo,SI,0,70,-67.2
FB-10414,TRX-12307,5,5,N/A,Maybe,Sí,83,98.5
FB-10415,TRX-12638,5,2,Dañado,NO,Sí,56,57.8
FB-10416,TRX-18218,2,2,Lento,NO,No,42,-80.5
FB-10417,TRX-18459,2,4,Precio justo,Maybe,Sí,62,69.7
FB-10418,TRX-19973,2,1,Dañado,SI,Sí,25,-48.3
FB-10419,TRX-18573,3,2,Lento,N/A,1,76,27.6
FB-10420,TRX-15593,2,5,---,NO,Sí,19,-67.0
FB-10421,TRX-17331,5,5,---,Maybe,Sí,32,42.2
FB-10422,TRX-12149,1,1,No volvería,N/A,Sí,37,51.5
FB-10423,TRX-15554,4,2,No volvería,N/A,Sí,28,70.3
FB-10424,TRX-14765,2,4,---,NO,No,58,-2.4
FB-10425,TRX-15903,2,1,Precio justo,SI,0,21,10.7
FB-10426,TRX-17059,2,2,---,SI,0,65,-57.0
FB-10427,TRX-10655,1,1,Dañado,Maybe,0,18,3.1
FB-10428,TRX-16350,2,4,Excelente,Maybe,Sí,78,6.4
FB-10429,TRX-13917,2,3,Precio justo,SI,1,44,61.8
FB-10430,TRX-13421,2,3,Excelente,Maybe,1,51,42.2
FB-10431,TRX-19943,1,3,Lento,SI,Sí,19,39.7
FB-10432,TRX-11228,4,4,Dañado,NO,No,40,-94.1
FB-10433,TRX-12496,5,4,N/A,N/A,1,53,9.3
FB-10434,TRX-19288,1,1,Precio justo,Maybe,No,27,98.5
FB-10435,TRX-18151,2,5,No volvería,NO,0,80,50.4
FB-10436,TRX-11595,3,4,---,SI,0,68,67.0
FB-10437,TRX-10244,1,4,Lento,Maybe,1,38,-1.3
FB-10438,TRX-12336,2,3,N/A,NO,1,35,66.4
FB-10439,TRX-15071,2,3,---,Maybe,Sí,40,63.4
FB-10440,TRX-18964,5,3,Lento,NO,No,73,6.0
FB-10441,TRX-11428,1,5,Lento,SI,0,61,13.7
FB-10442,TRX-18174,1,3,Excelente,N/A,1,69,-89.6
FB-10443,TRX-11541,5,3,Excelente,NO,No,38,70.6
FB-10444,TRX-17451,3,5,N/A,SI,1,39,-73.2
FB-10445,TRX-15139,3,3,Lento,Maybe,Sí,30,-39.8
FB-10446,TRX-12780,4,1,---,N/A,No,79,48.9
FB-10447,TRX-14843,4,1,Precio justo,N/A,0,79,-39.8
FB-10448,TRX-12645,5,2,Excelente,Maybe,1,37,1.1
FB-10449,TRX-11116,1,1,Dañado,N/A,No,78,-69.2
FB-10450,TRX-14589,2,5,---,Maybe,Sí,41,-41.7
FB-10451,TRX-19445,3,3,No volvería,Maybe,No,59,46.9
FB-10452,TRX-15952,1,2,Precio justo,SI,Sí,52,-16.3
FB-10453,TRX-15789,4,4,N/A,Maybe,1,56,12.6
FB-10454,TRX-11461,3,4,N/A,SI,Sí,59,-28.6
FB-10455,TRX-11165,2,1,---,NO,0,82,86.1
FB-10456,TRX-12935,4,2,Dañado,NO,No,29,71.2
FB-10457,TRX-17548,2,4,N/A,Maybe,0,18,-77.5
FB-10458,TRX-14226,4,4,---,SI,1,56,95.5
FB-10459,TRX-17753,2,4,N/A,NO,0,57,61.9
FB-10460,TRX-14194,3,1,Excelente,SI,0,23,-68.3
FB-10461,TRX-17242,5,1,No volvería,NO,No,46,-91.7
FB-10462,TRX-12301,2,2,Lento,Maybe,0,64,78.6
FB-10463,TRX-12031,3,1,---,NO,No,67,51.6
FB-10464,TRX-19318,1,1,No volvería,Maybe,1,40,-44.9
FB-10465,TRX-17999,1,5,Lento,Maybe,0,25,90.4
FB-10466,TRX-10648,4,1,N/A,NO,No,19,81.2
FB-10467,TRX-15955,5,2,Dañado,Maybe,Sí,21,-57.4
FB-10468,TRX-14696,4,1,Dañado,SI,No,68,-20.2
FB-10469,TRX-16568,2,1,Precio justo,SI,0,38,-90.5
FB-10470,TRX-16701,5,5,Dañado,SI,0,70,-38.3
FB-10471,TRX-12113,2,2,Excelente,N/A,No,43,-0.8
FB-10472,TRX-17222,3,4,Excelente,NO,No,47,-87.3
FB-10473,TRX-16008,5,5,No volvería,NO,No,50,-32.6
FB-10474,TRX-18396,1,1,N/A,N/A,0,39,-69.8
FB-10475,TRX-15138,3,3,Lento,NO,1,23,84.7
FB-10476,TRX-16122,3,5,N/A,SI,1,47,65.9
FB-10477,TRX-11367,2,5,No volvería,N/A,Sí,74,53.3
FB-10478,TRX-16769,4,2,Precio justo,N/A,0,25,54.9
FB-10479,TRX-18289,2,4,N/A,SI,0,34,-97.1
FB-10480,TRX-17374,3,4,Precio justo,NO,0,49,20.5
FB-10481,TRX-14306,5,4,N/A,Maybe,No,65,18.2
FB-10482,TRX-10699,1,5,Excelente,Maybe,0,26,98.5
FB-10483,TRX-10934,3,3,Precio justo,NO,No,61,26.5
FB-10484,TRX-14011,4,2,N/A,Maybe,Sí,20,30.1
FB-10485,TRX-19188,4,3,Excelente,N/A,Sí,61,-23.8
FB-10486,TRX-10130,5,4,Lento,Maybe,0,67,0.1
FB-10487,TRX-12532,4,5,---,NO,0,65,-20.9
FB-10488,TRX-11725,5,4,No volvería,NO,Sí,24,82.3
FB-10489,TRX-14762,4,3,N/A,NO,0,27,-59.4
FB-10490,TRX-16157,2,4,Precio justo,N/A,0,35,-69.9
FB-10491,TRX-12592,1,1,Lento,NO,0,50,99.4
FB-10492,TRX-19341,1,2,Precio justo,Maybe,1,81,86.2
FB-10493,TRX-16541,3,3,Dañado,NO,0,56,18.6
FB-10494,TRX-11195,3,1,---,NO,1,73,54.6
FB-10495,TRX-13654,2,4,Precio justo,NO,No,67,-77.8
FB-10496,TRX-16360,2,2,Lento,N/A,0,45,53.7
FB-10497,TRX-17573,1,2,Precio justo,N/A,0,83,-7.0
FB-10498,TRX-11531,3,2,Dañado,N/A,1,48,65.4
FB-10499,TRX-15716,3,5,---,N/A,No,28,3.1
FB-10500,TRX-17632,1,2,---,SI,1,40,45.4
FB-10501,TRX-17675,5,1,Precio justo,SI,No,64,-32.1
FB-10502,TRX-18767,2,3,---,Maybe,1,81,46.4
FB-10503,TRX-17616,3,1,Lento,NO,1,77,-45.6
FB-10504,TRX-11787,1,4,---,N/A,Sí,40,90.9
FB-10505,TRX-11406,2,5,---,N/A,1,52,34.1
FB-10506,TRX-12953,1,5,Excelente,NO,Sí,69,-4.3
FB-10507,TRX-11775,5,4,---,NO,0,66,21.2
FB-10508,TRX-16503,4,3,Lento,SI,0,49,23.3
FB-10509,TRX-17096,3,5,Excelente,NO,Sí,55,70.9
FB-10510,TRX-13268,2,4,---,SI,0,63,11.7
FB-10511,TRX-16578,1,4,Excelente,NO,0,79,12.7
FB-10512,TRX-15385,1,4,No volvería,NO,No,49,17.3
FB-10513,TRX-11056,2,4,N/A,N/A,Sí,43,54.6
FB-10514,TRX-15198,3,2,Lento,N/A,0,32,-1.8
FB-10515,TRX-15610,3,3,---,SI,1,38,-57.4
FB-10516,TRX-19901,1,4,No volvería,NO,1,84,-16.4
FB-10517,TRX-17967,3,2,Excelente,N/A,No,47,-24.9
FB-10518,TRX-13483,4,2,Precio justo,SI,1,22,-88.3
FB-10519,TRX-17802,5,1,Excelente,N/A,Sí,69,60.0
FB-10520,TRX-11873,5,4,Lento,Maybe,0,33,67.3
FB-10521,TRX-14560,4,2,Lento,SI,1,23,-46.6
FB-10522,TRX-17447,3,1,Lento,Maybe,No,57,-35.2
FB-10523,TRX-10627,1,1,Lento,NO,No,43,-35.8
FB-10524,TRX-18930,3,4,---,SI,Sí,73,3.5
FB-10525,TRX-12551,2,5,Precio justo,Maybe,Sí,18,-6.2
FB-10526,TRX-17699,2,2,---,NO,No,75,77.4
FB-10527,TRX-12384,3,5,No volvería,SI,1,71,-1.3
FB-10528,TRX-13497,4,1,Dañado,NO,0,37,-64.4
FB-10529,TRX-15245,2,5,No volvería,Maybe,No,56,49.5
FB-10530,TRX-19309,5,5,Excelente,SI,0,21,73.6
FB-10531,TRX-10513,1,4,Lento,NO,No,55,21.9
FB-10532,TRX-19848,4,1,Lento,NO,Sí,63,52.9
FB-10533,TRX-16230,2,3,Dañado,N/A,Sí,59,-55.1
FB-10534,TRX-11022,1,2,---,Maybe,No,47,80.0
FB-10535,TRX-15922,5,4,---,SI,Sí,53,-84.9
FB-10536,TRX-17046,2,4,No volvería,SI,1,39,79.8
FB-10537,TRX-17756,2,3,Excelente,NO,No,57,-27.2
FB-10538,TRX-13496,1,4,Lento,Maybe,0,35,-82.0
FB-10539,TRX-10886,1,1,---,NO,1,22,-63.7
FB-10540,TRX-13465,3,4,N/A,NO,0,61,97.8
FB-10541,TRX-10375,2,4,Dañado,SI,No,22,-25.4
FB-10542,TRX-16929,5,3,Dañado,NO,Sí,56,54.8
FB-10543,TRX-14421,1,2,N/A,SI,0,38,-4.6
FB-10544,TRX-14129,4,2,Excelente,SI,1,77,15.3
FB-10545,TRX-12885,2,5,Dañado,N/A,Sí,49,27.3
FB-10546,TRX-11369,4,1,N/A,SI,0,84,20.6
FB-10547,TRX-12322,2,3,Dañado,N/A,1,30,99.7
FB-10548,TRX-11134,1,2,No volvería,NO,Sí,23,10.3
FB-10549,TRX-14487,3,3,Lento,SI,0,65,24.3
FB-10550,TRX-16636,99,5,No volvería,SI,0,40,-30.1
FB-10551,TRX-11338,2,2,Dañado,N/A,1,39,-51.9
FB-10552,TRX-14887,1,3,Precio justo,N/A,Sí,62,-10.2
FB-10553,TRX-17396,1,1,Excelente,SI,No,75,22.8
FB-10554,TRX-16876,1,1,---,Maybe,0,57,-37.1
FB-10555,TRX-18597,4,5,Dañado,Maybe,Sí,66,-0.1
FB-10556,TRX-13507,1,2,Dañado,N/A,Sí,51,63.0
FB-10557,TRX-14250,4,2,N/A,SI,1,18,-15.2
FB-10558,TRX-13015,5,1,No volvería,NO,Sí,39,15.6
FB-10559,TRX-10880,3,5,Excelente,NO,Sí,84,85.0
FB-10560,TRX-11514,1,4,N/A,Maybe,0,74,24.6
FB-10561,TRX-17021,5,1,Lento,Maybe,1,83,-37.8
FB-10562,TRX-15603,1,1,Excelente,NO,Sí,67,14.0
FB-10563,TRX-14864,5,3,Dañado,N/A,1,41,72.2
FB-10564,TRX-12695,1,5,No volvería,SI,No,83,-69.4
FB-10565,TRX-13253,3,4,---,Maybe,No,29,64.7
FB-10566,TRX-15722,1,5,Precio justo,SI,Sí,22,-79.9
FB-10567,TRX-16866,4,5,Dañado,N/A,0,27,91.4
FB-10568,TRX-17890,1,1,Excelente,N/A,0,39,-68.1
FB-10569,TRX-17790,2,1,N/A,Maybe,1,24,-6.8
FB-10570,TRX-18773,4,1,N/A,N/A,1,21,90.2
FB-10571,TRX-12632,5,3,---,NO,Sí,83,-58.2
FB-10572,TRX-17156,1,4,Excelente,N/A,Sí,74,28.4
FB-10573,TRX-15811,1,4,Precio justo,Maybe,No,43,47.5
FB-10574,TRX-19344,1,5,Excelente,N/A,No,39,-92.4
FB-10575,TRX-16375,2,1,N/A,N/A,0,79,18.8
FB-10576,TRX-10162,3,5,Excelente,Maybe,No,36,52.0
FB-10577,TRX-19189,3,1,N/A,Maybe,0,58,93.9
FB-10578,TRX-19783,4,5,---,SI,0,39,-72.2
FB-10579,TRX-13253,4,5,No volvería,NO,0,44,72.7
FB-10580,TRX-11274,2,3,Excelente,Maybe,Sí,19,25.9
FB-10581,TRX-19477,2,3,Lento,N/A,Sí,38,45.5
FB-10582,TRX-12369,2,5,Precio justo,SI,No,39,48.1
FB-10583,TRX-15304,5,1,Dañado,N/A,Sí,26,44.8
FB-10584,TRX-15185,2,5,---,NO,0,48,84.6
FB-10585,TRX-10232,2,1,Precio justo,N/A,Sí,62,-75.4
FB-10586,TRX-12465,2,2,N/A,SI,1,18,-43.3
FB-10587,TRX-17514,2,4,Dañado,NO,No,32,80.7
FB-10588,TRX-12416,3,5,No volvería,N/A,0,47,-8.7
FB-10589,TRX-18182,1,2,Excelente,SI,Sí,30,-18.8
FB-10590,TRX-15184,1,5,N/A,N/A,Sí,51,7.8
FB-10591,TRX-11861,3,3,Dañado,NO,0,42,-37.9
FB-10592,TRX-16658,2,4,Dañado,N/A,No,74,19.5
FB-10593,TRX-14305,5,5,No volvería,N/A,Sí,50,75.9
FB-10594,TRX-18531,5,3,N/A,SI,1,33,-20.9
FB-10595,TRX-10060,4,3,Precio justo,N/A,1,44,-58.4
FB-10596,TRX-17381,1,2,N/A,Maybe,0,43,-68.8
FB-10597,TRX-12059,4,3,Precio justo,NO,Sí,79,39.5
FB-10598,TRX-17361,2,2,Precio justo,SI,No,36,-85.3
FB-10599,TRX-19476,4,1,Excelente,Maybe,1,39,-85.0
FB-10600,TRX-11596,2,1,No volvería,Maybe,No,195,92.3
FB-10601,TRX-10597,4,1,Dañado,NO,Sí,74,33.4
FB-10602,TRX-13581,3,1,Precio justo,SI,1,52,-62.2
FB-10603,TRX-13074,2,5,Precio justo,Maybe,No,31,26.5
FB-10604,TRX-16884,5,2,Precio justo,N/A,1,24,15.8
FB-10605,TRX-18947,2,1,Lento,Maybe,No,27,55.8
FB-10606,TRX-12721,5,3,Excelente,NO,1,65,-15.3
FB-10607,TRX-19845,5,2,Precio justo,Maybe,0,63,-96.6
FB-10608,TRX-16185,4,5,N/A,SI,Sí,43,-12.0
FB-10609,TRX-13541,1,1,Lento,Maybe,0,35,38.3
FB-10610,TRX-15703,1,2,---,Maybe,1,82,91.5
FB-10611,TRX-13436,1,4,No volvería,NO,No,20,68.0
FB-10612,TRX-13131,5,1,Dañado,Maybe,0,46,-95.4
FB-10613,TRX-19450,1,2,Precio justo,Maybe,0,22,-51.1
FB-10614,TRX-10235,2,1,Excelente,SI,Sí,32,10.0
FB-10615,TRX-16066,2,4,Precio justo,NO,0,43,-88.9
FB-10616,TRX-15960,2,3,Excelente,NO,Sí,53,19.1
FB-10617,TRX-10265,5,3,Lento,NO,1,21,-14.2
FB-10618,TRX-14947,5,4,Excelente,NO,0,46,33.7
FB-10619,TRX-15029,1,2,N/A,N/A,1,56,-55.9
FB-10620,TRX-18226,4,5,No volvería,N/A,1,39,-62.6
FB-10621,TRX-12043,5,1,Excelente,N/A,No,79,83.0
FB-10622,TRX-18177,3,5,N/A,NO,0,82,-31.3
FB-10623,TRX-17471,2,1,Dañado,NO,No,63,94.2
FB-10624,TRX-16783,2,5,Lento,N/A,1,71,-68.1
FB-10625,TRX-16723,1,1,Excelente,NO,No,23,50.7
FB-10626,TRX-15762,4,3,Precio justo,Maybe,0,28,-59.7
FB-10627,TRX-15770,2,1,---,SI,No,18,43.2
FB-10628,TRX-18887,5,1,No volvería,NO,Sí,82,-47.5
FB-10629,TRX-16977,4,4,---,Maybe,No,24,-33.7
FB-10630,TRX-18571,2,4,Dañado,Maybe,1,60,28.3
FB-10631,TRX-15502,1,1,Excelente,N/A,Sí,59,-93.3
FB-10632,TRX-11857,1,1,Excelente,SI,1,51,-50.7
FB-10633,TRX-12880,1,2,Dañado,NO,No,24,71.5
FB-10634,TRX-17517,5,3,Dañado,NO,Sí,48,-37.7
FB-10635,TRX-17018,1,1,Excelente,SI,1,73,91.2
FB-10636,TRX-16113,3,1,Precio justo,Maybe,Sí,18,-71.4
FB-10637,TRX-12898,5,3,Precio justo,NO,No,43,44.3
FB-10638,TRX-19056,3,2,Precio justo,NO,No,46,-67.4
FB-10639,TRX-19746,1,4,Excelente,SI,1,52,52.8
FB-10640,TRX-12664,4,4,Lento,Maybe,0,54,-57.4
FB-10641,TRX-18892,5,3,Excelente,Maybe,No,27,73.2
FB-10642,TRX-17141,3,1,Lento,Maybe,1,21,24.8
FB-10643,TRX-16251,5,4,Precio justo,NO,No,78,76.2
FB-10644,TRX-14669,3,1,Excelente,Maybe,1,24,25.6
FB-10645,TRX-17167,5,5,N/A,SI,0,66,61.3
FB-10646,TRX-14640,2,1,Precio justo,N/A,Sí,78,74.0
FB-10647,TRX-11625,3,4,Excelente,N/A,Sí,31,-6.2
FB-10648,TRX-11435,3,1,Precio justo,SI,1,41,34.7
FB-10649,TRX-11700,5,1,Dañado,SI,1,68,-94.7
FB-10650,TRX-11468,4,2,N/A,SI,No,48,-0.7
FB-10651,TRX-10269,2,2,Excelente,Maybe,0,19,-57.5
FB-10652,TRX-16738,3,1,Lento,SI,No,60,-77.1
FB-10653,TRX-11698,1,3,Precio justo,NO,0,68,99.3
FB-10654,TRX-18133,1,3,N/A,N/A,0,28,99.4
FB-10655,TRX-18924,5,3,N/A,NO,Sí,66,-57.4
FB-10656,TRX-11633,4,3,N/A,NO,0,33,79.5
FB-10657,TRX-17276,2,4,No volvería,Maybe,1,58,79.4
FB-10658,TRX-18247,3,3,Lento,Maybe,0,47,95.3
FB-10659,TRX-19522,1,4,No volvería,N/A,0,62,-21.5
FB-10660,TRX-10534,3,3,Precio justo,Maybe,1,33,86.4
FB-10661,TRX-14749,1,1,N/A,Maybe,Sí,48,56.4
FB-10662,TRX-16891,5,3,---,N/A,Sí,28,47.0
FB-10663,TRX-13471,5,1,Excelente,SI,0,25,-50.4
FB-10664,TRX-13651,3,1,Excelente,N/A,0,29,-1.9
FB-10665,TRX-17448,5,2,Excelente,N/A,No,78,57.6
FB-10666,TRX-19037,2,5,No volvería,SI,1,55,69.4
FB-10667,TRX-16243,5,5,N/A,SI,Sí,72,-60.4
FB-10668,TRX-11875,2,1,---,N/A,No,30,-37.8
FB-10669,TRX-13204,5,5,---,SI,0,52,-67.5
FB-10670,TRX-17693,3,5,Precio justo,SI,0,79,-69.7
FB-10671,TRX-12038,2,3,Dañado,N/A,No,37,-57.3
FB-10672,TRX-15744,4,5,---,SI,0,71,81.9
FB-10673,TRX-17601,3,5,Excelente,NO,1,84,-27.5
FB-10674,TRX-16765,2,5,Precio justo,Maybe,No,80,-0.5
FB-10675,TRX-16484,1,2,Dañado,Maybe,0,26,-97.7
FB-10676,TRX-10124,1,5,Dañado,N/A,No,78,50.6
FB-10677,TRX-16138,4,3,---,SI,1,67,-42.3
FB-10678,TRX-13668,1,4,Precio justo,NO,Sí,76,40.8
FB-10679,TRX-18315,3,2,Excelente,SI,1,65,-60.2
FB-10680,TRX-14646,2,3,Excelente,SI,Sí,34,-24.6
